,logFC,AveExpr,t,P.Value,adj.P.Val,B,tag
ENSSSCT00000036525,1.814916835,4.429500403,4.272247133,0.000702091,0.04263956,-0.396727079,up
ENSSSCT00000050435,1.705294861,6.045748589,4.293796529,0.000672664,0.04183719,-0.410651124,up
ENSSSCT00000066651,-2.325766506,5.001935305,-4.353817211,0.000597175,0.038624518,-0.435088836,down
ENSSSCT00000037285,0.756709722,7.315992053,4.588857113,0.000375943,0.028539799,-0.452716316,up
ENSSSCT00000003374,-2.258317045,5.070892599,-4.330791625,0.000625053,0.039852148,-0.455110174,down
ENSSSCT00000097116,-2.359814589,5.655697736,-4.290075435,0.000677654,0.04183719,-0.459825298,down
ENSSSCT00000048962,1.71301065,4.371013198,4.230783938,0.00076247,0.045534717,-0.465319033,up
ENSSSCT00000066564,0.977534222,6.476881716,4.377409774,0.000569929,0.037390155,-0.466930172,up
ENSSSCT00000007400,-2.331094262,5.085327277,-4.324324703,0.00063312,0.0400812,-0.488818785,down
ENSSSCT00000091461,0.870368555,7.016873278,4.490064324,0.000456356,0.032444709,-0.504249116,up
ENSSSCT00000064075,0.654167194,7.41899153,4.578861135,0.000383371,0.028980903,-0.528729767,up
ENSSSCT00000102286,-2.141936182,4.958678725,-4.288676983,0.000679539,0.04183719,-0.530081935,down
ENSSSCT00000069818,1.739012143,4.371200355,4.193958912,0.000820536,0.047575154,-0.536767892,up
ENSSSCT00000004133,-2.288706443,5.122941324,-4.290775184,0.000676713,0.04183719,-0.541454196,down
ENSSSCT00000090661,-1.360788376,5.786636055,-4.196832992,0.000815846,0.047456801,-0.54866128,down
ENSSSCT00000047915,0.832738524,6.750659648,4.401550125,0.000543367,0.036055412,-0.557034474,up
ENSSSCT00000045311,1.431028365,6.194613631,4.251312208,0.000731941,0.044153024,-0.557782403,up
ENSSSCT00000084482,-2.268166046,5.112567239,-4.276017866,0.000696849,0.042465112,-0.562459418,down
ENSSSCT00000090193,-2.662231601,5.204307746,-4.306312281,0.000656155,0.041103763,-0.574521969,down
ENSSSCT00000063289,1.978615825,4.750339799,4.175832111,0.000850757,0.04901019,-0.57824768,up
ENSSSCT00000046243,-2.769827291,5.214495726,-4.307043101,0.000655204,0.041103763,-0.587486192,down
ENSSSCT00000025970,1.840934521,4.427132933,4.173030851,0.000855528,0.049127052,-0.588876755,up
ENSSSCT00000019299,0.787609489,7.228323884,4.499079098,0.000448336,0.032001548,-0.589247114,up
ENSSSCT00000040075,1.625073177,4.303868959,4.15924025,0.000879415,0.050177068,-0.594481429,ns
ENSSSCT00000080233,-2.554372417,5.191837542,-4.278607338,0.000693272,0.042391317,-0.61262042,down
ENSSSCT00000084728,-1.99808725,5.057704956,-4.247297218,0.000737812,0.044357843,-0.626590944,down
ENSSSCT00000031851,0.759053009,7.033320284,4.434245177,0.0005094,0.034833631,-0.628877062,up
ENSSSCT00000092255,-1.979857372,4.823877312,-4.21265848,0.000790507,0.046283395,-0.640401396,down
ENSSSCT00000047543,-2.761900715,6.352952673,-4.167547941,0.000864945,0.049509109,-0.64873695,down
ENSSSCT00000102041,1.812038295,4.392512584,4.135812719,0.000921565,0.051920638,-0.653787708,ns
ENSSSCT00000054937,0.634275183,7.371064869,4.502826445,0.000445045,0.032001548,-0.656886172,up
ENSSSCT00000017785,-1.698829582,4.703687933,-4.152873767,0.000890671,0.050657975,-0.692177508,ns
ENSSSCT00000039931,0.838189584,7.345681262,4.472852019,0.000472079,0.032782048,-0.694754824,up
ENSSSCT00000018919,1.439574391,4.212944134,4.102225812,0.000985616,0.054340829,-0.702492503,ns
ENSSSCT00000082557,1.666143425,4.326090063,4.098724165,0.00099255,0.054380816,-0.714604162,ns
ENSSSCT00000070090,-2.407134108,5.057222415,-4.21889213,0.000780748,0.046283395,-0.717187673,down
ENSSSCT00000087312,1.507252666,4.250386126,4.087690627,0.001014725,0.055090331,-0.729650337,ns
ENSSSCT00000011958,-1.54885825,4.559796626,-4.114528702,0.000961644,0.053672302,-0.731983044,ns
ENSSSCT00000045590,-2.30121637,5.136846428,-4.189455529,0.00082794,0.047849607,-0.738435142,down
ENSSSCT00000027937,0.734886907,7.021361746,4.37572706,0.00057183,0.037390155,-0.743104327,up
ENSSSCT00000035168,1.496723954,4.242502288,4.075313784,0.001040201,0.055964663,-0.753718551,ns
ENSSSCT00000049118,0.904330844,7.015807871,4.35757637,0.000592746,0.038476961,-0.764118247,up
ENSSSCT00000054060,0.811127417,6.841134132,4.319981002,0.000638598,0.040285652,-0.767106301,up
ENSSSCT00000074684,1.920392959,4.495077342,4.085307061,0.001019581,0.055186751,-0.777808068,ns
ENSSSCT00000071568,-1.715108961,5.002201533,-4.122808102,0.000945846,0.052955572,-0.7932229,ns
ENSSSCT00000101133,0.813019071,6.610990203,4.238415192,0.000750972,0.044998034,-0.821372948,up
ENSSSCT00000050075,0.625366494,7.26660484,4.391484535,0.000554285,0.036644154,-0.830305231,up
ENSSSCT00000017467,-1.716297404,4.753565503,-4.095970981,0.000998037,0.054514709,-0.833549794,ns
ENSSSCT00000064925,0.905486569,6.861878632,4.283139562,0.000687056,0.042155124,-0.841934114,up
ENSSSCT00000008405,1.906394243,5.263199055,4.021636717,0.001158447,0.059286402,-0.85092075,ns
ENSSSCT00000093661,1.408265554,4.188765799,4.020398065,0.001161331,0.059286402,-0.863573356,ns
ENSSSCT00000086842,-1.614928405,5.072300065,-4.05258199,0.0010887,0.057537308,-0.872325961,ns
ENSSSCT00000052446,-1.761334636,4.733825229,-4.060253781,0.00107208,0.056826562,-0.893881013,ns
ENSSSCT00000103092,0.855117925,6.883446623,4.251418624,0.000731786,0.044153024,-0.922301711,up
ENSSSCT00000002825,0.877609833,6.44255931,4.141663123,0.00091085,0.051478832,-0.929089134,ns
ENSSSCT00000066108,0.757406771,7.312135892,4.345815528,0.000606716,0.039100441,-0.939707636,up
ENSSSCT00000073257,0.592076478,7.602002,4.419718272,0.000524215,0.034931032,-0.941557947,up
ENSSSCT00000105433,1.406354977,4.18765635,3.958135836,0.001316145,0.063555557,-0.98500813,ns
ENSSSCT00000007407,1.137716398,5.794224867,3.97291799,0.001277587,0.063405139,-0.99712419,ns
ENSSSCT00000027310,-2.295434593,5.085714932,-4.06921188,0.001052999,0.056315021,-0.998257689,ns
ENSSSCT00000091248,1.300088739,6.274904239,4.046241754,0.001102633,0.058102289,-0.998958818,ns
ENSSSCT00000029923,1.051323627,6.659102249,4.1441219,0.000906385,0.051388572,-1.008334177,ns
ENSSSCT00000025129,1.714935929,5.097377471,3.926898987,0.001401557,0.065541247,-1.016198894,ns
ENSSSCT00000056825,0.512220269,7.436352666,4.341626419,0.000611773,0.039285026,-1.016832046,up
ENSSSCT00000006192,0.702493082,7.000710575,4.227900512,0.000766861,0.045644812,-1.030535948,up
ENSSSCT00000047127,0.904616878,6.984433134,4.216224893,0.000784908,0.046283395,-1.03560262,up
ENSSSCT00000097338,-1.744742715,5.570615189,-3.944131094,0.001353765,0.064164163,-1.057089499,ns
ENSSSCT00000107753,0.638538175,6.96274617,4.202003116,0.000807478,0.047123033,-1.068473146,up
ENSSSCT00000088896,-1.359996548,4.758790924,-3.937114776,0.001373021,0.064877093,-1.074266654,ns
ENSSSCT00000016451,0.783948608,7.069051651,4.212696395,0.000790447,0.046283395,-1.089371952,up
ENSSSCT00000003346,-1.233277068,6.131348367,-3.952852289,0.001330211,0.063555557,-1.098502032,ns
ENSSSCT00000066192,-1.285727972,4.720913609,-3.904329335,0.001466753,0.067380359,-1.123008659,ns
ENSSSCT00000017069,1.178738016,5.820318631,3.910978073,0.001447233,0.066826367,-1.125925609,ns
ENSSSCT00000082621,-2.061375225,5.125708147,-3.998387526,0.001213825,0.06091563,-1.127846589,ns
ENSSSCT00000003515,0.42106479,8.306224466,4.522269108,0.000428364,0.031484695,-1.129842058,up
ENSSSCT00000037725,-2.124777316,5.142399385,-3.962911065,0.001303562,0.063476217,-1.138013362,ns
ENSSSCT00000018849,-2.034346392,5.06656622,-3.969289829,0.001286943,0.063476217,-1.139590435,ns
ENSSSCT00000010165,-1.709460126,4.682159101,-3.924470892,0.001408427,0.065541247,-1.142114381,ns
ENSSSCT00000041701,0.883141787,6.631794107,4.076100905,0.001038561,0.055964663,-1.149877515,ns
ENSSSCT00000059367,1.530216982,4.442599631,3.855802219,0.001617545,0.071150081,-1.169551864,ns
ENSSSCT00000016349,-2.150596321,4.930526167,-3.964709459,0.001298855,0.063476217,-1.184020656,ns
ENSSSCT00000030671,2.372272239,4.782166636,3.936020614,0.001376049,0.064877093,-1.19104283,ns
ENSSSCT00000048645,0.740954677,6.88559888,4.100302745,0.000989418,0.054375506,-1.231509355,ns
ENSSSCT00000093715,-0.959838402,6.760032183,-4.024663339,0.001151429,0.059286402,-1.233919656,ns
ENSSSCT00000037458,1.305564506,4.139247946,3.833275839,0.001692793,0.073611831,-1.236154065,ns
ENSSSCT00000066429,1.517233972,4.726287206,3.812034511,0.001766994,0.075554796,-1.23932898,ns
ENSSSCT00000051443,1.330395292,5.640344226,3.820676154,0.001736417,0.075056348,-1.25659909,ns
ENSSSCT00000041892,0.741599427,6.979004411,4.102156005,0.000985754,0.054340829,-1.270682805,ns
ENSSSCT00000039932,1.716330862,4.35479464,3.815953046,0.001753062,0.0753186,-1.270876917,ns
ENSSSCT00000035269,-2.019598009,5.102695312,-3.896471276,0.001490167,0.068280902,-1.272913997,ns
ENSSSCT00000063059,0.991997164,6.74536275,4.034685225,0.001128499,0.058945142,-1.275173978,ns
ENSSSCT00000046012,0.864979074,6.650308594,4.017327171,0.001168514,0.059286402,-1.276886733,ns
ENSSSCT00000086478,-1.738015524,4.895759073,-3.869863305,0.001572302,0.070073049,-1.278297954,ns
ENSSSCT00000092335,0.830524964,6.667740179,4.019954596,0.001162366,0.059286402,-1.286923092,ns
ENSSSCT00000054872,-2.540901683,5.284170871,-3.931279089,0.001389249,0.065156499,-1.292050046,ns
ENSSSCT00000011149,0.879867311,6.933551257,4.073521719,0.001043943,0.055997843,-1.29472017,ns
ENSSSCT00000025212,0.535685362,7.492316743,4.214882805,0.00078701,0.046283395,-1.299628104,up
ENSSSCT00000011670,0.885266846,6.438995156,3.954249002,0.001326478,0.063555557,-1.30163578,ns
ENSSSCT00000081757,-2.053530843,5.274118291,-3.881579492,0.001535585,0.069635797,-1.305743416,ns
ENSSSCT00000054752,1.874107754,4.432371163,3.806173722,0.00178804,0.076091529,-1.307194751,ns
ENSSSCT00000011070,-1.373454191,4.889564771,-3.807829211,0.00178207,0.076018009,-1.310908407,ns
ENSSSCT00000014831,1.677816635,4.351265838,3.792074707,0.001839717,0.077190556,-1.316950626,ns
ENSSSCT00000044817,0.693462109,7.110809358,4.103726885,0.000982659,0.054340829,-1.333940972,ns
ENSSSCT00000085579,1.146818153,4.077619639,3.786054424,0.001862241,0.077590471,-1.344626815,ns
ENSSSCT00000050875,0.653897783,7.217792794,4.123485666,0.000944565,0.052955572,-1.346950422,ns
ENSSSCT00000106695,1.700248244,4.343629161,3.775465109,0.001902537,0.078590402,-1.348126635,ns
ENSSSCT00000016120,1.805706134,4.374565744,3.775140565,0.001903786,0.078590402,-1.354590528,ns
ENSSSCT00000017022,-2.318042035,5.219503662,-3.870333685,0.001570811,0.070073049,-1.370252574,ns
ENSSSCT00000095385,-1.895291958,5.466183871,-3.793329081,0.001835059,0.077175848,-1.388248336,ns
ENSSSCT00000015006,-1.309011381,4.457136278,-3.759517238,0.001964896,0.079825574,-1.396918482,ns
ENSSSCT00000095202,-2.328138404,5.194657408,-3.864768596,0.001588545,0.070412499,-1.413603947,ns
ENSSSCT00000055803,1.024683047,6.219521251,3.839131765,0.001672897,0.073210348,-1.421280689,ns
ENSSSCT00000004115,-1.614990112,4.695790807,-3.772110517,0.001915486,0.078891605,-1.425290408,ns
ENSSSCT00000016695,1.645775717,4.503276799,3.727647472,0.002095771,0.082232865,-1.427202372,ns
ENSSSCT00000027015,1.652632434,4.312651502,3.731901006,0.002077807,0.082232865,-1.428735846,ns
ENSSSCT00000037336,0.749796898,7.037529054,4.037334998,0.001122514,0.058803983,-1.430643852,ns
ENSSSCT00000023365,-1.331800618,4.814475855,-3.752043614,0.001994826,0.080483316,-1.438819188,ns
ENSSSCT00000104609,1.292947434,4.125468644,3.729737918,0.002086923,0.082232865,-1.441739417,ns
ENSSSCT00000002071,1.496400869,4.247243468,3.721464156,0.002122166,0.082750643,-1.443847728,ns
ENSSSCT00000007803,0.914837181,6.878808754,3.988893915,0.001237205,0.061915531,-1.445501783,ns
ENSSSCT00000014253,1.674091948,4.590616718,3.715962653,0.002145932,0.08339808,-1.455969723,ns
ENSSSCT00000057302,1.308160122,5.849937183,3.740837104,0.002040571,0.081422879,-1.465120713,ns
ENSSSCT00000085467,1.439784627,6.105637789,3.770952218,0.001919978,0.078895232,-1.469762049,ns
ENSSSCT00000001201,-1.614055352,4.636418854,-3.750996709,0.001999055,0.080483316,-1.475732846,ns
ENSSSCT00000072601,0.732856779,7.372316913,4.09185545,0.001006296,0.054798771,-1.480066533,ns
ENSSSCT00000041510,0.565858398,7.078374284,4.021453573,0.001158873,0.059286402,-1.488813999,ns
ENSSSCT00000001531,0.937936312,6.909130435,3.968895376,0.001287965,0.063476217,-1.495554233,ns
ENSSSCT00000002785,0.78150167,6.829273407,3.95523172,0.001323858,0.063555557,-1.497914769,ns
ENSSSCT00000002183,0.543077948,7.454274784,4.104184067,0.00098176,0.054340829,-1.505439855,ns
ENSSSCT00000057561,-1.371044404,5.808054765,-3.708778615,0.002177372,0.084018569,-1.506637661,ns
ENSSSCT00000051194,0.546634384,7.315183773,4.06729711,0.001057048,0.056363323,-1.510890314,ns
ENSSSCT00000030247,0.72629982,7.074142336,4.004740862,0.001198429,0.060481856,-1.513572621,ns
ENSSSCT00000057182,0.857533603,6.672181825,3.907586657,0.001457157,0.067111614,-1.513688193,ns
ENSSSCT00000035652,1.6657688,4.34386975,3.689191598,0.002265473,0.085991976,-1.517016116,ns
ENSSSCT00000051675,2.036578128,4.545215781,3.705011324,0.002194044,0.084039971,-1.541418069,ns
ENSSSCT00000056367,1.378755827,4.370698701,3.661036407,0.002398453,0.08915078,-1.542398189,ns
ENSSSCT00000062904,0.768343703,6.437685053,3.837188219,0.001679474,0.073210348,-1.543399277,ns
ENSSSCT00000013824,0.742185861,6.98251562,3.966629978,0.001293847,0.063476217,-1.547783863,ns
ENSSSCT00000064122,0.770917505,7.000018921,3.962460255,0.001304744,0.063476217,-1.561394838,ns
ENSSSCT00000001327,0.651989246,7.33654415,4.042358518,0.001111257,0.058384968,-1.5685676,ns
ENSSSCT00000076416,-2.024267922,4.951302853,-3.760627549,0.001960488,0.079825574,-1.569237343,ns
ENSSSCT00000043847,-2.1635943,5.182486884,-3.742033452,0.002035638,0.081407326,-1.577539516,ns
ENSSSCT00000085404,0.713926918,6.864720197,3.919699432,0.001422028,0.065832177,-1.588806874,ns
ENSSSCT00000062359,0.55843786,7.292322132,4.018733623,0.001165219,0.059286402,-1.596054391,ns
ENSSSCT00000086849,-1.221754042,4.638994791,-3.658601075,0.002410318,0.08940634,-1.600822425,ns
ENSSSCT00000103814,0.710818703,6.56822668,3.837677405,0.001677816,0.073210348,-1.614525391,ns
ENSSSCT00000032025,-1.815552501,4.892894861,-3.705980311,0.002189743,0.084039971,-1.622302449,ns
ENSSSCT00000106324,0.601587555,7.535065874,4.062866644,0.001066478,0.056697398,-1.627751194,ns
ENSSSCT00000066272,0.734511242,7.220274278,3.979654347,0.001260399,0.062725852,-1.635530651,ns
ENSSSCT00000092391,-1.964769819,4.876806533,-3.720885299,0.002124654,0.082750643,-1.636198675,ns
ENSSSCT00000057671,1.521547976,4.258340517,3.622953897,0.00259093,0.094156384,-1.636616929,ns
ENSSSCT00000067522,0.598655156,7.310612385,4.001759061,0.00120563,0.060674336,-1.638675494,ns
ENSSSCT00000014697,0.694340278,7.161554091,3.963719365,0.001301444,0.063476217,-1.640376357,ns
ENSSSCT00000045108,-1.42853994,5.037512513,-3.641601253,0.002494811,0.091969224,-1.640585866,ns
ENSSSCT00000068218,-1.804833587,5.033360899,-3.67672414,0.002323415,0.087634338,-1.652520826,ns
ENSSSCT00000045729,1.370339043,5.863224566,3.646434219,0.002470491,0.091260459,-1.653980641,ns
ENSSSCT00000059006,0.779494194,6.587441245,3.820060057,0.001738579,0.075056348,-1.655527325,ns
ENSSSCT00000043562,1.624800019,5.202947404,3.589379059,0.002773492,0.096851297,-1.665580309,ns
ENSSSCT00000016571,-1.741344161,5.173310514,-3.655987727,0.002423117,0.089695388,-1.672334179,ns
ENSSSCT00000040679,1.484352274,4.4816585,3.595919658,0.002736939,0.096147072,-1.67690513,ns
ENSSSCT00000048129,0.597786165,7.220866611,3.961463414,0.001307363,0.063476217,-1.67759824,ns
ENSSSCT00000048542,-2.083592149,5.181194971,-3.69460465,0.002240772,0.085234958,-1.678511304,ns
ENSSSCT00000065888,0.783698446,7.18435069,3.94643127,0.001347512,0.064037203,-1.684558721,ns
ENSSSCT00000046385,0.816584707,6.431170698,3.755777959,0.001979814,0.080249648,-1.697496941,ns
ENSSSCT00000043008,-1.43656213,4.523335606,-3.616604827,0.0026245,0.094608744,-1.697598399,ns
ENSSSCT00000072660,0.809388939,6.941289067,3.881608137,0.001535496,0.069635797,-1.698147615,ns
ENSSSCT00000076263,-2.866418485,5.403084641,-3.751555778,0.001996796,0.080483316,-1.699713582,ns
ENSSSCT00000103792,-2.183865695,5.03251283,-3.71332203,0.002157434,0.083663627,-1.702943052,ns
ENSSSCT00000008853,0.811966149,6.954843737,3.87917229,0.001543057,0.069635797,-1.706413331,ns
ENSSSCT00000084854,-1.30893614,4.462328176,-3.599986043,0.002714459,0.096019651,-1.711301651,ns
ENSSSCT00000057634,1.456376853,5.139162373,3.558662778,0.002951826,0.100160829,-1.716629674,ns
ENSSSCT00000035446,1.302511021,5.783291039,3.601780806,0.002704596,0.09595158,-1.720298359,ns
ENSSSCT00000090519,0.883136053,6.272350973,3.704732277,0.002195284,0.084039971,-1.720915502,ns
ENSSSCT00000090299,0.820393105,7.192120637,3.924668987,0.001407865,0.065541247,-1.72566953,ns
ENSSSCT00000082679,0.743274342,7.015197872,3.882193762,0.001533684,0.069635797,-1.733650958,ns
ENSSSCT00000042940,0.820697331,6.452645048,3.742749889,0.002032689,0.081407326,-1.738148841,ns
ENSSSCT00000048178,0.750895968,7.197032614,3.921726566,0.001416233,0.06573378,-1.738602726,ns
ENSSSCT00000003899,-1.958968719,4.906779001,-3.66634169,0.002372807,0.088565018,-1.744941138,ns
ENSSSCT00000075662,-1.883735807,5.048631045,-3.671527946,0.002348004,0.088005935,-1.747895592,ns
ENSSSCT00000024390,-1.672354351,4.777230523,-3.630562298,0.00255127,0.093473509,-1.752192592,ns
ENSSSCT00000012514,0.654253427,7.023933789,3.873069867,0.001562166,0.069969395,-1.761377803,ns
ENSSSCT00000070951,0.486496425,7.674221545,4.031025339,0.001136818,0.059207081,-1.769412375,ns
ENSSSCT00000086342,-1.395363157,4.846590502,-3.586555705,0.002789421,0.096851297,-1.773247662,ns
ENSSSCT00000037511,1.384734378,6.10503245,3.619580562,0.002608712,0.094419562,-1.773569877,ns
ENSSSCT00000050118,0.677644987,7.03036482,3.867657673,0.001579313,0.070210861,-1.775040631,ns
ENSSSCT00000074988,0.678104518,7.387178554,3.95150249,0.00133383,0.063555557,-1.77567643,ns
ENSSSCT00000007828,-2.029661076,5.191891643,-3.620719135,0.002602696,0.094392527,-1.786210156,ns
ENSSSCT00000001501,0.751021362,7.675878559,4.01779166,0.001167425,0.059286402,-1.787390001,ns
ENSSSCT00000050964,0.50467258,7.112068525,3.879911966,0.001540757,0.069635797,-1.792734731,ns
ENSSSCT00000031735,0.482097078,7.5310299,3.98183336,0.001254889,0.062625622,-1.793208051,ns
ENSSSCT00000076721,1.741753182,4.385107279,3.551882768,0.002992718,0.100872746,-1.794178233,ns
ENSSSCT00000018651,0.689097749,6.818780936,3.802863088,0.001800041,0.076420711,-1.803013418,ns
ENSSSCT00000052000,-0.831192992,6.45731177,-3.673222161,0.002339958,0.087888238,-1.803541111,ns
ENSSSCT00000087274,-1.641866178,4.743855209,-3.583141656,0.002808807,0.097335741,-1.804158372,ns
ENSSSCT00000043579,1.072452483,6.001775811,3.598564384,0.002722297,0.096019651,-1.804484788,ns
ENSSSCT00000090104,-1.527157591,5.039868998,-3.570271946,0.002883108,0.098953576,-1.811396161,ns
ENSSSCT00000106670,0.486359078,7.732763066,4.024699676,0.001151345,0.059286402,-1.813723619,ns
ENSSSCT00000047201,0.897766203,6.823004623,3.790456019,0.001845746,0.077237263,-1.814973236,ns
ENSSSCT00000071945,0.771363886,6.767667603,3.776581573,0.001898248,0.078590402,-1.823924543,ns
ENSSSCT00000002346,1.433172597,4.212388893,3.527586802,0.003143983,0.103925446,-1.824091455,ns
ENSSSCT00000104559,-1.644453527,4.678498443,-3.576596976,0.002846348,0.098177095,-1.838961412,ns
ENSSSCT00000080435,0.629865987,6.867376908,3.796935406,0.001821733,0.0769768,-1.842217533,ns
ENSSSCT00000052205,0.593672158,7.203237697,3.875213433,0.001555426,0.069842147,-1.842478507,ns
ENSSSCT00000012273,1.367432081,5.547808213,3.508799378,0.003266196,0.106588637,-1.846747059,ns
ENSSSCT00000075707,-1.41463811,4.822321516,-3.554307244,0.00297803,0.100747532,-1.850430567,ns
ENSSSCT00000006865,-1.703620167,4.734667272,-3.576047053,0.002849525,0.098177095,-1.852723252,ns
ENSSSCT00000061009,0.670209414,7.256378457,3.880550184,0.001538775,0.069635797,-1.855709254,ns
