Transcript,external_gene_name,TE_H6,TE_H7,TE_W10,TE_W6
ENSSSCT00000029880,,5.971629516,NA,NA,33.76722006
ENSSSCT00000029899,,0,0.098343706,0,NA
ENSSSCT00000029923,,4.582621125,1.704018108,1.781760891,4.659385035
ENSSSCT00000029959,,1.105183208,5.494602061,0.704763218,5.706916032
ENSSSCT00000029973,,NA,NA,NA,NA
ENSSSCT00000030015,,0.506102261,1.41712145,0,0
ENSSSCT00000030078,,1.504760676,1.590143213,1.32594364,0.223509858
ENSSSCT00000030107,,0.012108435,0.002620746,0,0
ENSSSCT00000030193,,0,0.511066202,8.107593603,0
ENSSSCT00000030409,,7.38546414,8.750655221,0.993740375,5.179793732
ENSSSCT00000030463,,NA,NA,NA,NA
ENSSSCT00000030544,,3.297986427,2.471795255,8.646704432,2.682188581
ENSSSCT00000030558,,2.869325476,0.772922929,2.381886043,1.173194338
ENSSSCT00000030766,,2.009408349,1.523831873,NA,NA
ENSSSCT00000030834,,0.009350079,NA,NA,NA
ENSSSCT00000031077,,3.128447436,0.052199154,0,6.797156308
ENSSSCT00000031202,,1.79123955,0.518465109,15.24806838,NA
ENSSSCT00000031330,,0.257008401,NA,NA,0
ENSSSCT00000031361,,3.835222659,47.58015146,0.579179083,1.397039075
ENSSSCT00000031435,,0.9591695,0.42211856,1.0130874,0.699983634
ENSSSCT00000031472,,1.216253799,1.601222094,41.3083252,33.92702315
ENSSSCT00000031562,,2.547385615,0.801230893,163.7474363,82.34024011
ENSSSCT00000031665,,NA,1.81065767,NA,NA
ENSSSCT00000031675,,6.399487665,4.164551333,0.176683902,3.059345619
ENSSSCT00000031771,,12.30699932,7.132053207,24.62665817,136.8424175
ENSSSCT00000031774,,NA,NA,NA,NA
ENSSSCT00000031859,,0.743821123,3.459639105,7.688879867,4.811394295
ENSSSCT00000032033,,1.736584462,0.595961181,3.264137915,2.494690216
ENSSSCT00000032220,,1.841439958,6.635073255,3.638200133,2.407332129
ENSSSCT00000032273,,1.777655124,2.259506116,28.50874424,0.212502739
ENSSSCT00000032292,,0,0,NA,NA
ENSSSCT00000032316,,0.66936293,1.526439601,0,4.787316107
ENSSSCT00000032456,,5.250572683,4.306236401,2.706621026,10.39458584
ENSSSCT00000032460,,2.497401313,1.643628517,10.74451211,48.67407116
ENSSSCT00000032500,,NA,0,NA,1.237645233
ENSSSCT00000032533,PABPC1,0.216679554,5.076660308,1.744800882,1.103838353
ENSSSCT00000032542,,NA,NA,NA,NA
ENSSSCT00000032638,,6.830795583,8.704625546,0.435427215,0.430299852
ENSSSCT00000032772,,0.717474862,0.507907304,62.47456068,12.83690419
ENSSSCT00000032832,,0.16708613,0.033424385,NA,314.2222255
ENSSSCT00000032974,,1.707333783,2.786121527,0,14.09805479
ENSSSCT00000033038,,0.655378109,6.985018696,1.590636742,1.08199661
ENSSSCT00000033135,,0.441853117,0.890695787,5.117786357,0.258852484
ENSSSCT00000033210,,1.233271988,3.960531781,1.429904126,3.100081549
ENSSSCT00000033301,,0.991259088,8.978468915,NA,0
ENSSSCT00000033340,,2.97705588,1.917606248,34.95517258,5.304949515
ENSSSCT00000033347,,0.773082047,0.238089904,11.31750419,41.9207174
ENSSSCT00000033380,,NA,NA,NA,NA
ENSSSCT00000033445,,NA,0,36.19128134,0
ENSSSCT00000033626,,11.65445333,4.574287901,3.297037874,2.078026084
ENSSSCT00000033665,,0,4.672228594,0,NA
ENSSSCT00000033720,FHL1,0.408791748,1.34849349,5.102219385,0.794371953
ENSSSCT00000033906,ATP5F1B,3.331407115,3.631888705,2.670687509,2.440381467
ENSSSCT00000033945,,0.264588483,0.393522387,1.16911575,3.572656515
ENSSSCT00000034172,,0,9.193654192,NA,9.138291638
ENSSSCT00000034240,,0.972921427,1.260453601,9.688876443,16.83292806
ENSSSCT00000034303,,1.269990673,1.889254589,1.373370646,2.767311997
ENSSSCT00000034328,,1.933104434,1.831458412,6.742866388,8.780386287
ENSSSCT00000034375,,0.078814761,0.227515445,2.696438097,0.399323803
ENSSSCT00000034475,,3.008330002,17.13797201,13.05246674,3.869013826
ENSSSCT00000034483,,0.324809132,3.328910097,13.67266244,5.200927386
ENSSSCT00000034526,,0.868380373,0.531595825,0,NA
ENSSSCT00000034539,,NA,NA,48.53144988,9.549911625
ENSSSCT00000034567,ABCB1,5.542190018,7.483906276,2.159959028,111.6743215
ENSSSCT00000034585,,0.109648946,2.770341873,4.80007557,0
ENSSSCT00000034617,,2.385938101,1.357560261,3.077777421,7.306367954
ENSSSCT00000034687,,1.117749575,1.243219412,16.75790358,0.575433392
ENSSSCT00000034721,,0.660267086,7.530296087,1.046650376,6.442411303
ENSSSCT00000034751,,0,NA,0,NA
ENSSSCT00000034838,,0,NA,NA,NA
ENSSSCT00000034856,,0.817869912,2.358340779,5.142344424,4.842160459
ENSSSCT00000034952,,NA,NA,27.0526867,1.532936495
ENSSSCT00000035556,RPL39,0.041749952,0.507852307,0,0
ENSSSCT00000035623,MSL3,6.23923683,10.32321053,0.444077197,1.72935189
ENSSSCT00000035848,,1.432518344,0.846132659,5.373708003,2.802292908
ENSSSCT00000035853,,3.528824931,0.688694868,23.6239125,30.70237119
ENSSSCT00000036212,,NA,NA,NA,NA
ENSSSCT00000036268,,7.356326436,68.28608324,4.099493534,1.536125112
ENSSSCT00000036292,,0,1.494547686,NA,NA
ENSSSCT00000036401,,0.990022867,4.871670645,0,5.901183018
ENSSSCT00000036515,GK,6.345125354,5.078188187,4.284243944,5.701593924
ENSSSCT00000036639,,1.821175051,NA,4.998651429,3.247525329
ENSSSCT00000036746,,NA,NA,0,NA
ENSSSCT00000036761,,2.785861771,11.2955719,1.595148636,14.48106619
ENSSSCT00000036765,,1.132124198,5.177895535,13.20057089,12.3467391
ENSSSCT00000036782,,NA,0.010774161,6.204253329,0
ENSSSCT00000036902,,0.122072666,2.842034764,7.255222923,3.250853788
ENSSSCT00000036949,,1.448364414,0,NA,NA
ENSSSCT00000037029,,1.094062653,2.800058134,28.91214809,2.30622605
ENSSSCT00000037140,,0,NA,0,47.75492349
ENSSSCT00000037409,,0.086573812,0.819352633,0,0.414027755
ENSSSCT00000037483,,NA,NA,NA,NA
ENSSSCT00000037557,,NA,NA,0,0
ENSSSCT00000037723,,9.795701433,NA,215.8512061,NA
ENSSSCT00000038307,,4.636990216,1.009509654,1.942591859,0.449106228
ENSSSCT00000038342,,2.320529369,3.41994473,1.691301513,5.456909864
ENSSSCT00000038480,,NA,NA,NA,NA
ENSSSCT00000038574,,0.792025126,1.020091984,51.36556481,2.095045958
ENSSSCT00000038641,,NA,NA,NA,NA
ENSSSCT00000038668,,2.514445559,2.041611122,9.056636729,2.99327558
ENSSSCT00000038789,,2.101763416,NA,49.30150867,160.5822691
ENSSSCT00000038945,,NA,NA,0,0
ENSSSCT00000039011,,0.74558879,1.741755332,0,4.025434047
ENSSSCT00000039013,,0.019011029,NA,NA,52.50558856
ENSSSCT00000039085,,NA,0,NA,NA
ENSSSCT00000039169,,3.29514679,0.794940869,0,NA
ENSSSCT00000039205,,0.227121732,0.386325785,1.544249616,0
ENSSSCT00000039209,,NA,NA,NA,NA
ENSSSCT00000039280,,0,0.141985987,0,0
ENSSSCT00000039365,,10.90836292,52.04360445,2.652833778,29.36900752
ENSSSCT00000039388,,0.440857825,3.126808614,0,0
ENSSSCT00000039430,,0.281123691,1.962232388,3.446718443,0
ENSSSCT00000039746,,0.890786163,NA,NA,NA
ENSSSCT00000039858,DBF4,6.255865279,1.841563952,0.132777048,3.623333825
ENSSSCT00000039956,,2.885800932,7.03623218,0,0
ENSSSCT00000040003,,4.107205246,0.990384671,0,0.210777336
ENSSSCT00000040057,,0.169377482,9.728525108,8.691968792,0
ENSSSCT00000040069,,0,NA,NA,NA
ENSSSCT00000040121,,NA,0,0,NA
ENSSSCT00000040173,,0.603692796,1.193205517,0,0.810704104
ENSSSCT00000040193,,3.760330113,2.291127596,14.34380147,1.172221284
ENSSSCT00000040308,,0.11767037,0.535533231,NA,NA
ENSSSCT00000040384,,0.720659567,1.898767019,0.849287337,2.710271204
ENSSSCT00000040421,CHN1,0,NA,NA,NA
ENSSSCT00000040431,,NA,NA,NA,NA
ENSSSCT00000040439,,0.107281384,0.145989661,0.114421094,0.038804925
ENSSSCT00000040471,,NA,3.04858097,NA,NA
ENSSSCT00000040510,RPL30,3.009450035,1.675066103,2.894173546,6.738108302
ENSSSCT00000040607,ZFTRAF1,0.698341745,1.771135076,4.304980107,1.257772019
ENSSSCT00000040609,,0,NA,NA,NA
ENSSSCT00000040633,,8.240001074,4.960962047,3.469923245,4.721161898
ENSSSCT00000040686,,2.22790095,2.437869471,4.90494518,1.107617251
ENSSSCT00000040691,,1.942678579,2.061530591,1.708779891,24.39242284
ENSSSCT00000040762,,5.867327955,3.226600675,2.563419374,7.548699955
ENSSSCT00000040851,,1.605000285,5.351691319,2.084322906,3.590941819
ENSSSCT00000040916,,NA,NA,NA,NA
ENSSSCT00000040927,,2.102454577,9.132368102,96.99620884,1.146289833
ENSSSCT00000041056,,0.584714388,5.087748907,16.6779046,NA
ENSSSCT00000041138,,5.774867721,6.470877453,12.63941004,2.673222891
ENSSSCT00000041149,,0,NA,1.861959564,0
ENSSSCT00000041176,,0.310881313,1.237300404,21.77457348,2.804253309
ENSSSCT00000041226,,NA,0.234668884,NA,NA
ENSSSCT00000041369,,NA,0,NA,NA
ENSSSCT00000041462,,7.01380055,1.922298397,4.698806071,7.672813767
ENSSSCT00000041552,,2.828948467,3.542665848,2.17166692,2.063962211
ENSSSCT00000041571,,1.983866254,5.194089925,1.442220157,0.99897485
ENSSSCT00000041673,,1.298312172,7.552014014,0,2.658458751
ENSSSCT00000041686,,0.150713225,4.60275438,5.940386381,5.207897071
ENSSSCT00000041895,,2.32833271,3.743173762,4.409384066,10.16150693
ENSSSCT00000041959,,NA,0.357414273,NA,NA
ENSSSCT00000042004,,NA,NA,0,NA
ENSSSCT00000042005,,NA,NA,NA,NA
ENSSSCT00000042095,,0,0.634704843,0,3.679799032
ENSSSCT00000042155,,NA,4.333553396,NA,NA
ENSSSCT00000042177,,NA,NA,NA,NA
ENSSSCT00000042235,HOPX,1.934284992,1.827714443,0,0.784049161
ENSSSCT00000042276,,0.050886251,1.371607425,1.399674748,1.25593306
ENSSSCT00000042281,CCL24,0.019549746,NA,0,23.588759
ENSSSCT00000042385,,0.396439935,6.928699004,2.49071356,0.111524594
ENSSSCT00000042416,,NA,NA,0,NA
ENSSSCT00000042461,,0.088897551,0.02961747,64.73317743,96.73339344
ENSSSCT00000042510,,0.866429791,2.834659561,26.71294772,4.808454751
ENSSSCT00000042581,,NA,4.86852945,27.01439836,4.199285454
ENSSSCT00000042595,PBX1,NA,1.111437139,7.509427024,4.351445861
ENSSSCT00000042680,,NA,NA,NA,37.84574901
ENSSSCT00000042788,SKP1,7.814451558,116.1751746,1.8733456,4.646735112
ENSSSCT00000042819,,0.371078611,NA,25.22820984,14.79640332
ENSSSCT00000042830,,1.377640722,3.29000648,7.636389062,31.90275816
ENSSSCT00000042937,,NA,0.265074738,0,0
ENSSSCT00000042944,,0.600421839,1.610581882,0,12.8175447
ENSSSCT00000042953,,0,NA,NA,0
ENSSSCT00000043049,,NA,NA,NA,NA
ENSSSCT00000043092,,0.964782644,NA,NA,NA
ENSSSCT00000043312,,3.48752415,0.939089366,12.27904387,73.72357939
ENSSSCT00000043321,,3.744551865,3.398933683,7.509122817,1.587695448
ENSSSCT00000043335,,0.702954796,0.714344154,3.259545971,2.34683286
ENSSSCT00000043383,,0.631337532,1.266912083,0,7.239926928
ENSSSCT00000043397,,0.329419684,3.89190021,3.171597145,0.740283013
ENSSSCT00000043632,,2.54758985,2.791256752,3.433313572,2.65692305
ENSSSCT00000043636,,4.891029802,7.734118611,7.009940873,25.48995761
ENSSSCT00000043691,,NA,NA,NA,NA
ENSSSCT00000043723,,0,0.828616591,0,0
ENSSSCT00000043761,,1.198470324,9.043116864,6.897085239,8.124174993
ENSSSCT00000043846,,NA,0.090569039,NA,NA
ENSSSCT00000043847,,0.008923383,0.050900979,NA,NA
ENSSSCT00000043848,,1.454324231,3.684072282,17.34645615,92.03247476
ENSSSCT00000044158,,NA,NA,NA,NA
ENSSSCT00000044191,,0.531178014,24.93964933,5.033343453,0
ENSSSCT00000044336,,0.13905983,0.626687688,0,0
ENSSSCT00000044390,,0.303278264,NA,48.7887991,0
ENSSSCT00000044489,,7.590171618,4.539255549,NA,NA
ENSSSCT00000044584,,0.373690666,0.775886111,2.622794949,3.810739905
ENSSSCT00000044614,,0.012856144,0.065147914,132.9219236,NA
ENSSSCT00000044621,,NA,0,NA,NA
ENSSSCT00000044736,,NA,0,NA,0
ENSSSCT00000044838,,0.74857819,4.470468136,NA,NA
ENSSSCT00000044870,,1.359892647,6.005618268,2.657914115,2.015557441
ENSSSCT00000044873,,3.387996537,2.798207889,2.302401028,13.45454657
ENSSSCT00000044967,,0,4.614239424,0,6.462495029
ENSSSCT00000045023,,0.017973885,0.219182792,NA,NA
ENSSSCT00000045042,,3.446778711,2.287949586,3.910126171,5.87255835
ENSSSCT00000045046,,6.830664891,3.613739964,4.86118329,1.9567451
ENSSSCT00000045101,,8.442726197,7.360025005,0,NA
ENSSSCT00000045108,,2.125965058,4.458982153,NA,NA
ENSSSCT00000045184,,0.243803413,0.182443097,3.529925351,5.75682966
ENSSSCT00000045265,,1.163350284,9.293435369,0,NA
ENSSSCT00000045309,,2.273204399,4.744321766,0,NA
ENSSSCT00000045322,,4.955563713,2.808651861,1.79287106,2.346271523
ENSSSCT00000045335,,NA,NA,NA,NA
ENSSSCT00000045493,,2.785370994,2.429366075,1.399067773,7.627083809
ENSSSCT00000045553,,7.687143486,4.808391195,17.57981631,13.27587092
ENSSSCT00000045568,,1.71999457,1.654842971,39.56059661,NA
ENSSSCT00000045654,,1.801971509,2.217176874,0,4.454205916
ENSSSCT00000045710,,NA,NA,0,NA
ENSSSCT00000045748,,8.379987423,1.549940204,0,24.4561612
ENSSSCT00000045868,,1.578438011,1.621685588,24.38578084,1.274887942
ENSSSCT00000045870,,7.063691301,4.255677267,38.81242955,78.18336371
ENSSSCT00000045914,,14.51014361,11.50688445,0.465598524,3.03352667
ENSSSCT00000045985,,0.740752302,2.112815904,18.54999883,0
ENSSSCT00000046027,,0.70506595,0.138783616,0,14.61449348
ENSSSCT00000046064,,NA,2.547829127,NA,NA
ENSSSCT00000046075,,NA,4.83341156,NA,NA
ENSSSCT00000046077,,0.749271036,4.345440188,6.684608527,4.919454392
ENSSSCT00000046114,,NA,0.596028747,NA,NA
ENSSSCT00000046167,,0.328379049,2.414914465,0,0.591249714
ENSSSCT00000046200,,5.209617392,5.401882162,1.662817481,9.330650209
ENSSSCT00000046214,,2.438209648,9.45299217,0,NA
ENSSSCT00000046225,,1.096994388,1.231996247,0.514741989,1.166547225
ENSSSCT00000046355,,NA,NA,0,NA
ENSSSCT00000046389,,1.70467021,5.752809434,13.59193595,0.418009958
ENSSSCT00000046435,,22.94651444,NA,0,2.443557892
ENSSSCT00000046452,,1.028022011,4.650043894,0.679767888,4.303325884
ENSSSCT00000046472,,NA,NA,0,NA
ENSSSCT00000046485,,4.461492296,1.646186614,1.04127234,6.283944906
ENSSSCT00000046549,,1.950398825,2.624673851,1.472228369,5.159250445
ENSSSCT00000046555,,0,NA,NA,NA
ENSSSCT00000046673,PPIE,0.452311927,13.23569406,0.293729268,0.73729915
ENSSSCT00000046812,,1.038402082,0.236184659,119.4884699,NA
ENSSSCT00000046937,,5.862084376,NA,3.486084429,0
ENSSSCT00000047004,,0,0.837735776,0,0
ENSSSCT00000047049,,2.098657154,0.873414818,0,3.070465322
ENSSSCT00000047100,SNRPB2,5.279800806,25.38602955,8.445029046,0.753051869
ENSSSCT00000047203,,0.681303384,1.971603228,0,0
ENSSSCT00000047290,,NA,0.013783855,0,0
ENSSSCT00000047303,,3.609605928,NA,0,3.298904434
ENSSSCT00000047337,,12.0131807,6.018485464,45.54389918,17.6896267
ENSSSCT00000047353,,NA,0,NA,NA
ENSSSCT00000047536,,0.337924058,0.049732266,1.26279395,0.7779249
ENSSSCT00000047537,,3.551829237,10.35593564,6574.867684,111.8806117
ENSSSCT00000047539,,0.845536305,1.005171935,3.239166286,1.868214465
ENSSSCT00000047545,,NA,NA,NA,NA
ENSSSCT00000047594,,1.737939971,0.230690399,NA,NA
ENSSSCT00000047633,,0.090037436,NA,115.6864244,NA
ENSSSCT00000047637,,0.009467518,0.028048353,0,NA
ENSSSCT00000047724,,3.762550931,12.37690277,28.57884549,12.98067768
ENSSSCT00000047772,,NA,0.178872748,0,NA
ENSSSCT00000047827,,0.853451378,NA,0,0
ENSSSCT00000047872,,NA,NA,NA,NA
ENSSSCT00000047897,,NA,NA,NA,NA
ENSSSCT00000047939,,NA,NA,NA,NA
ENSSSCT00000048010,,0.482452457,1.30653356,17.03785088,4.111413581
ENSSSCT00000048011,,0,3.002056622,0,0
ENSSSCT00000048039,,10.78197284,6.455632867,5.899327759,12.53654042
ENSSSCT00000048113,,9.303150121,0.937641822,0,4.205822544
ENSSSCT00000048141,,11.31564169,7.95572189,9.860753094,11.99160748
ENSSSCT00000048174,,NA,NA,NA,NA
ENSSSCT00000048176,,NA,NA,NA,NA
ENSSSCT00000048232,,0,0.414993428,16.65238636,NA
ENSSSCT00000048251,,0.038340122,0.302653089,40.8411643,45.43753664
ENSSSCT00000048295,,NA,0.023137495,0,0
ENSSSCT00000048348,,7.735363868,2.224606029,3.18312825,3.797071629
ENSSSCT00000048368,,4.576633016,0.597126603,0,0
ENSSSCT00000048406,,5.96035342,NA,NA,NA
ENSSSCT00000048420,,NA,NA,64.6138759,NA
ENSSSCT00000048541,,0.586140685,NA,1.455041522,0
ENSSSCT00000048566,,5.707621048,9.684847243,93.33943589,31.09929726
ENSSSCT00000048624,,4.130231306,1.469731328,6.469398031,7.282678078
ENSSSCT00000048670,,1.417597972,4.45386668,4.362002725,77.76026675
ENSSSCT00000048674,,0.691614034,0.46915767,1.535276926,82.10636306
ENSSSCT00000048735,,0.096615757,0.286348557,0,0.875049893
ENSSSCT00000048809,,NA,NA,NA,NA
ENSSSCT00000048811,,8.434935051,5.333563173,53.80532552,21.19331179
ENSSSCT00000048841,,NA,8.309629969,NA,NA
ENSSSCT00000048853,,0.296989067,0.759023752,NA,0.389184294
ENSSSCT00000048858,,0,6.206410735,0,0
ENSSSCT00000048860,,0.026550453,0.004991124,0,NA
ENSSSCT00000048863,,3.297178782,0.71551052,5.693185173,2.65414637
ENSSSCT00000048910,,24.47553253,13.26508176,NA,NA
ENSSSCT00000048932,,0.010412205,0,0,NA
ENSSSCT00000048962,,NA,NA,0,0
ENSSSCT00000048978,,NA,NA,NA,NA
ENSSSCT00000049065,,NA,NA,NA,NA
ENSSSCT00000049079,,NA,0.001789473,0,NA
ENSSSCT00000049088,,1.033640674,0.950383534,6.518053891,0.776988807
ENSSSCT00000049106,,0.393321381,NA,1.213549699,6.067872665
ENSSSCT00000049154,,12.65133763,6.973557871,3.66277523,62.87519369
ENSSSCT00000049178,,NA,NA,NA,10.52077344
ENSSSCT00000049221,,NA,2.478305412,NA,NA
ENSSSCT00000049225,,3.994579227,9.052752434,0,9.791687463
ENSSSCT00000049238,,0.829285957,3.603552094,1.85622819,1.041765251
ENSSSCT00000049240,,4.614244752,5.427117732,2.138852225,4.483074601
ENSSSCT00000049265,,6.795395439,3.019480693,49.32557923,3.498028283
ENSSSCT00000049306,,NA,0,0,NA
ENSSSCT00000049308,,9.298472701,22.18626399,0.789854478,7.611597002
ENSSSCT00000049336,,1.683738158,2.076362904,12.63395228,0.985748426
ENSSSCT00000049350,,0,NA,47.08211675,NA
ENSSSCT00000049532,ACTR3B,4.030247451,7.327485301,9.319656761,32.22348535
ENSSSCT00000049571,,0.026609974,0,0,0
ENSSSCT00000049586,,NA,NA,NA,NA
ENSSSCT00000049591,,2.19359211,0.195433667,12.27575716,3.949380523
ENSSSCT00000049605,,0.123871942,NA,NA,0
ENSSSCT00000049623,,5.730727935,2.591159511,10.58944991,NA
ENSSSCT00000049638,,0.476363316,1.359575634,0.400340041,0.3097328
ENSSSCT00000049718,,NA,NA,NA,NA
ENSSSCT00000049721,,22.95911207,NA,NA,NA
ENSSSCT00000049838,,4.783147787,25.23662587,11.50178829,3.691913268
ENSSSCT00000049976,,1.081234978,2.508192111,16.95960575,0
ENSSSCT00000050053,,0.575611429,4.141904613,19.41601057,17.27203556
ENSSSCT00000050093,,NA,1.082131921,0,0
ENSSSCT00000050105,,0.252040242,0.380172673,5.833207063,6.813501918
ENSSSCT00000050169,,NA,NA,NA,NA
ENSSSCT00000050204,,1.251048614,0.808684679,15.98278843,5.848981218
ENSSSCT00000050246,,4.395295481,1.380024781,1.247826758,3.195850005
ENSSSCT00000050272,,NA,NA,0,22.34771642
ENSSSCT00000050314,,4.993636355,3.568236332,NA,NA
ENSSSCT00000050346,,1.442135264,1.223702265,2.626960524,12.62949104
ENSSSCT00000050371,,9.34E-04,0.013147588,0,56.27986976
ENSSSCT00000050390,,1.129561656,0.773461699,6.704583303,1.87135366
ENSSSCT00000050419,,NA,NA,NA,NA
ENSSSCT00000050434,,NA,NA,1.263008978,1.127940431
ENSSSCT00000050469,,14.69566055,4.332862498,0.441435905,3.958533697
ENSSSCT00000050499,,NA,NA,NA,1.215313954
ENSSSCT00000050620,,NA,NA,0,0
ENSSSCT00000050685,,1.682925504,11.99040687,1.136293635,6.998816536
ENSSSCT00000050711,,17.01402596,29.1381945,42.20755936,15.21512183
ENSSSCT00000050745,,2.095033503,1.050444627,NA,0
ENSSSCT00000050755,,0.124450247,NA,0,NA
ENSSSCT00000050764,,1.367868657,1.348179758,0.078268013,2.070815961
ENSSSCT00000050786,,5.895582494,3.115806467,2.697589679,5.13237142
ENSSSCT00000050864,,0,NA,NA,NA
ENSSSCT00000050902,,1.358114289,15.01737115,5.436462842,6.67194658
ENSSSCT00000051048,,2.137894904,0.137231293,0,2.974505197
ENSSSCT00000051061,,1.209557655,3.656879107,0.847007612,0.745790958
ENSSSCT00000051100,,8.62925054,12.41726223,2.49492378,2.171011818
ENSSSCT00000051131,,NA,0.43580382,NA,NA
ENSSSCT00000051133,ZNF263,2.153716268,2.564366907,2.109303185,17.16223984
ENSSSCT00000051142,,NA,NA,NA,NA
ENSSSCT00000051176,,2.59906211,6.864234823,0,0
ENSSSCT00000051270,,0.336182774,5.775927676,2.51180889,4.566667571
ENSSSCT00000051382,,2.014979591,14.06009858,4.791146477,1.990903316
ENSSSCT00000051431,,0,NA,NA,NA
ENSSSCT00000051438,,4.530523145,2.68391866,2.085174624,2.977535959
ENSSSCT00000051570,,0.720668225,3.185822536,NA,NA
ENSSSCT00000051592,,1.799685742,0,NA,NA
ENSSSCT00000051596,,NA,NA,86.2063758,0
ENSSSCT00000051608,,0.062665196,NA,NA,NA
ENSSSCT00000051712,,1.506940656,NA,7.517964967,0
ENSSSCT00000051718,,NA,NA,NA,NA
ENSSSCT00000051719,CBLL1,4.075776676,1.066992635,0.854779735,3.066348462
ENSSSCT00000051721,,NA,NA,NA,NA
ENSSSCT00000051772,,0,2.922587741,NA,0
ENSSSCT00000051803,,NA,0.003371155,31.21710115,NA
ENSSSCT00000051855,,NA,NA,NA,NA
ENSSSCT00000051911,,NA,0.811638926,0,0
ENSSSCT00000052013,,NA,NA,NA,NA
ENSSSCT00000052086,,0.017898813,0.002815927,NA,NA
ENSSSCT00000052123,,0.527743856,1.115034241,19.26384928,8.443988396
ENSSSCT00000052214,,6.686664874,1.093670896,0,NA
ENSSSCT00000052302,,1.806234541,7.689391465,0,3.597760399
ENSSSCT00000052364,,0.398243784,0.600087454,0,0
ENSSSCT00000052425,,NA,0.644845454,NA,NA
ENSSSCT00000052494,,NA,0.060806616,NA,NA
ENSSSCT00000052506,PTTG1IP,2.880521147,0.781192326,1.36478058,0.690553953
ENSSSCT00000052513,,0.95904046,9.511973594,2.33919731,1.601541557
ENSSSCT00000052535,,2.117877021,46.24348839,2.62418207,1.222614238
ENSSSCT00000052631,,0.284995042,1.122832786,39.09667393,19.25964264
ENSSSCT00000052655,,0.231287485,0.569334678,0,1.966740922
ENSSSCT00000052766,,5.436169487,2.727717155,1.405784353,11.77206777
ENSSSCT00000052814,,1.381194097,6.215486011,1.886899308,2.029485993
ENSSSCT00000052859,,0.640614276,4.989317387,7.916726865,1.768169095
ENSSSCT00000052976,,0,NA,0,0
ENSSSCT00000053025,,NA,NA,NA,NA
ENSSSCT00000053095,,0.631110247,0.123673735,0,0
ENSSSCT00000053108,,2.179975154,0.431775657,0,98.77155179
ENSSSCT00000053137,,NA,NA,0,0
ENSSSCT00000053147,,1.098678811,2.756875134,1.611458168,4.761388232
ENSSSCT00000053168,,0.340788467,2.238563864,0.626064965,0.154249357
ENSSSCT00000053219,,NA,0.735775274,0,0
ENSSSCT00000053239,,0.545501419,0.45901727,0,NA
ENSSSCT00000053291,,0,NA,NA,NA
ENSSSCT00000053431,,NA,NA,NA,NA
ENSSSCT00000053451,,1.873721706,6.14125523,NA,NA
ENSSSCT00000053472,,1.111197417,10.80138435,0.835012785,2.113667824
ENSSSCT00000053484,,0.416286006,0.738055397,15.98055853,1.340804469
