"GeneID","RNAseq_H2","RNAseq_H3","RNAseq_H6","RNAseq_H7","RNAseq_H8","RNAseq_W1","RNAseq_W10","RNAseq_W6","RNAseq_W7","RNAseq_W9"
"ENSSSCG00000000843",17,18,34,19,47,27,200,91,415,434
"ENSSSCG00000000844",4,6,18,9,22,10,143,18,236,306
"ENSSSCG00000000846",11,19,29,16,29,16,73,3,150,205
"ENSSSCG00000000847",11,13,19,29,36,30,200,43,215,250
"ENSSSCG00000000848",0,0,2,0,2,1,3,5,3,5
"ENSSSCG00000000849",151,153,145,164,433,156,4788,1446,3180,3771
"ENSSSCG00000000853",4,16,10,9,16,23,34,65,104,97
"ENSSSCG00000000856",1,2,1,3,4,6,0,0,0,0
"ENSSSCG00000000857",0,0,0,0,3,1,0,0,0,0
"ENSSSCG00000000858",0,0,0,0,0,0,0,0,0,1
"ENSSSCG00000000859",0,1,3,2,6,4,35,4,20,39
"ENSSSCG00000000860",0,7,5,2,7,6,69,34,127,82
"ENSSSCG00000000862",18,49,54,32,43,64,289,111,516,503
"ENSSSCG00000000863",0,0,0,0,0,0,0,0,2,11
"ENSSSCG00000000864",15,5,8,2,6,8,25,33,354,302
"ENSSSCG00000000866",1,2,1,0,2,0,1,0,3,1
"ENSSSCG00000000867",0,0,2,1,1,1,1,1,5,6
"ENSSSCG00000000869",10,36,51,36,51,26,89,16,205,257
"ENSSSCG00000000870",7,4,10,11,36,12,132,99,181,208
"ENSSSCG00000000871",1,1,1,2,0,1,16,16,6,7
"ENSSSCG00000000873",0,0,0,2,1,0,0,0,0,0
"ENSSSCG00000000874",0,3,3,3,4,5,13,6,9,22
"ENSSSCG00000000875",0,0,0,0,0,0,2,0,0,0
"ENSSSCG00000000877",11,15,20,12,23,13,192,41,314,320
"ENSSSCG00000000884",23,53,68,53,71,65,359,59,614,624
"ENSSSCG00000000886",49,42,83,60,175,75,970,688,1820,1561
"ENSSSCG00000000887",36,33,51,49,61,55,306,36,429,353
"ENSSSCG00000000890",4,10,14,16,17,11,103,4,144,182
"ENSSSCG00000000891",13,15,14,19,53,19,286,159,425,410
"ENSSSCG00000000892",4,15,15,21,6,25,0,1,0,1
"ENSSSCG00000000893",1,4,9,4,1,0,1,2,5,8
"ENSSSCG00000000894",0,1,1,0,1,0,0,0,3,4
"ENSSSCG00000000895",7,3,12,8,44,14,280,183,389,431
"ENSSSCG00000000896",1,2,4,1,38,0,0,0,12,9
"ENSSSCG00000000900",6,4,8,8,15,4,79,18,88,75
"ENSSSCG00000000901",5,14,14,14,25,17,3,0,2,6
"ENSSSCG00000000902",5,10,7,4,11,11,42,0,84,90
"ENSSSCG00000000905",0,6,14,10,17,11,88,100,170,147
"ENSSSCG00000000906",2,6,4,1,10,1,12,7,20,6
"ENSSSCG00000000907",196,120,156,144,209,137,410,143,1506,1408
"ENSSSCG00000000908",20,28,48,48,73,55,397,172,677,667
"ENSSSCG00000000910",1,1,0,2,4,2,5,39,35,41
"ENSSSCG00000000915",0,0,0,1,0,0,9,13,0,50
"ENSSSCG00000000916",0,0,1,0,0,0,0,0,1,8
"ENSSSCG00000000918",5,6,2,2,5,2,0,0,1,0
"ENSSSCG00000000920",10,6,11,17,17,16,73,33,136,162
"ENSSSCG00000000924",0,0,0,0,0,0,0,0,0,1
"ENSSSCG00000000925",2,2,6,4,3,7,47,12,129,154
"ENSSSCG00000000926",7,18,27,12,31,13,93,8,117,71
"ENSSSCG00000000927",2,1,8,6,6,5,27,19,28,37
"ENSSSCG00000000932",2,3,2,5,4,1,0,0,0,0
"ENSSSCG00000000934",0,0,3,1,7,2,0,0,0,0
"ENSSSCG00000000936",0,0,0,0,1,0,0,0,0,0
"ENSSSCG00000000939",8,10,9,2,5,9,16,1,88,123
"ENSSSCG00000000940",2,1,3,3,0,1,2,0,2,4
"ENSSSCG00000000941",1,13,14,8,18,7,21,0,49,56
"ENSSSCG00000000943",2,3,1,0,2,2,0,0,3,4
"ENSSSCG00000000948",0,1,0,1,0,1,0,0,0,0
"ENSSSCG00000000950",5,12,10,13,31,22,144,94,125,178
"ENSSSCG00000000951",1,1,1,0,1,1,0,8,3,4
"ENSSSCG00000000952",27,36,29,25,39,33,149,12,277,336
"ENSSSCG00000000955",21,28,34,26,48,31,129,180,371,392
"ENSSSCG00000000958",20,48,73,62,74,58,645,264,1658,1244
"ENSSSCG00000000959",1,2,4,1,2,1,4,15,9,9
"ENSSSCG00000000960",0,0,1,2,0,0,0,0,0,0
"ENSSSCG00000000963",0,0,0,0,1,0,0,0,0,0
"ENSSSCG00000000964",6,8,19,17,27,19,88,119,175,211
"ENSSSCG00000000965",7,9,13,8,36,11,181,211,287,330
"ENSSSCG00000000968",181,373,396,359,474,330,1242,1518,3924,4198
"ENSSSCG00000000970",54,121,112,104,163,106,494,373,1385,1440
"ENSSSCG00000000971",15,28,35,25,33,26,179,199,409,466
"ENSSSCG00000000972",46,87,85,75,95,62,369,439,882,952
"ENSSSCG00000000973",3,11,12,10,16,5,78,101,149,148
"ENSSSCG00000000974",14,32,28,30,47,29,102,149,244,287
"ENSSSCG00000000975",1,0,0,0,8,0,4,2,1,1
"ENSSSCG00000000978",0,0,1,0,0,0,1,0,0,0
"ENSSSCG00000000980",14,33,23,33,40,25,144,135,399,460
"ENSSSCG00000000981",12,17,16,11,46,10,404,364,255,330
"ENSSSCG00000000983",5,0,0,4,2,3,0,0,4,5
"ENSSSCG00000000985",111,226,227,194,272,209,679,498,1651,1592
"ENSSSCG00000000994",8,13,23,15,32,17,121,151,208,193
"ENSSSCG00000000997",0,0,0,0,0,0,0,0,0,2
"ENSSSCG00000000998",8,16,17,9,19,5,101,67,113,125
"ENSSSCG00000000999",14,28,29,50,52,32,92,101,188,268
"ENSSSCG00000001000",13,14,19,10,60,13,129,82,157,151
"ENSSSCG00000001002",55,170,163,158,194,127,510,155,941,1335
"ENSSSCG00000001004",7,11,6,20,24,6,54,131,43,39
"ENSSSCG00000001005",0,0,1,0,0,0,0,0,0,0
"ENSSSCG00000001008",5,23,12,14,27,17,79,74,157,205
"ENSSSCG00000001009",86,132,167,115,194,124,547,480,1582,1605
"ENSSSCG00000001010",25,43,46,44,66,46,339,366,982,933
"ENSSSCG00000001011",236,173,142,155,241,181,1764,1540,4769,3724
"ENSSSCG00000001021",15,24,20,20,22,32,24,46,108,140
"ENSSSCG00000001022",33,39,47,43,83,54,494,408,965,918
"ENSSSCG00000001024",36,56,53,37,53,41,200,80,362,374
"ENSSSCG00000001025",4,6,9,4,73,6,16,48,28,62
"ENSSSCG00000001027",2,0,2,0,3,1,2,21,10,1
"ENSSSCG00000001033",1,5,10,16,15,5,100,37,159,204
"ENSSSCG00000001036",23,36,35,29,7,73,2,2,0,0
"ENSSSCG00000001038",10,16,11,7,28,24,233,193,443,488
"ENSSSCG00000001040",0,0,0,0,0,1,0,0,1,0
"ENSSSCG00000001041",2,5,10,11,21,11,86,45,133,241
"ENSSSCG00000001042",0,0,0,0,2,1,0,0,0,2
"ENSSSCG00000001045",1,2,2,5,0,0,0,0,0,3
"ENSSSCG00000001048",0,1,0,0,0,0,0,0,0,0
"ENSSSCG00000001049",25,48,61,52,73,53,108,69,419,369
"ENSSSCG00000001052",15,110,89,82,137,85,230,423,1347,531
"ENSSSCG00000001053",5,4,11,4,28,5,47,64,126,142
"ENSSSCG00000001056",17,42,41,41,49,36,171,106,433,480
"ENSSSCG00000001061",134,160,172,143,182,142,356,180,998,1320
"ENSSSCG00000001062",11,27,28,20,16,22,99,106,165,132
"ENSSSCG00000001063",22,40,78,47,56,35,142,67,321,519
"ENSSSCG00000001064",18,24,27,38,51,14,189,162,227,268
"ENSSSCG00000001065",29,18,25,27,24,22,36,40,123,133
"ENSSSCG00000001067",0,0,0,2,0,0,0,0,0,0
"ENSSSCG00000001068",0,0,0,0,5,1,0,0,0,0
"ENSSSCG00000001070",1,5,7,1,8,5,40,15,86,182
"ENSSSCG00000001073",4,4,5,1,16,8,55,17,42,29
"ENSSSCG00000001074",49,36,57,30,42,48,398,93,657,538
"ENSSSCG00000001075",54,95,86,126,187,107,1330,344,2028,1934
"ENSSSCG00000001076",2,6,2,5,22,2,12,0,37,77
"ENSSSCG00000001078",18,16,16,14,29,19,54,45,244,377
"ENSSSCG00000001080",5,14,39,22,23,16,76,10,116,124
"ENSSSCG00000001083",0,0,1,0,0,2,0,0,0,0
"ENSSSCG00000001085",1,1,0,2,7,6,1,0,5,0
"ENSSSCG00000001087",3,9,5,4,17,8,78,16,132,147
"ENSSSCG00000001089",1,2,0,1,1,0,22,0,16,14
"ENSSSCG00000001090",2,9,12,7,13,7,13,6,55,56
"ENSSSCG00000001091",0,2,2,2,9,5,0,0,0,0
"ENSSSCG00000001092",5,7,13,10,16,9,121,6,211,235
"ENSSSCG00000001095",5,2,6,9,17,15,77,16,68,99
"ENSSSCG00000001096",0,5,5,0,0,2,0,0,2,6
"ENSSSCG00000001097",129,331,322,321,436,328,2017,1189,4091,4050
"ENSSSCG00000001099",25,62,59,62,61,31,233,44,337,496
"ENSSSCG00000001100",0,2,2,4,8,1,9,8,6,11
"ENSSSCG00000001101",2,1,1,0,0,2,0,1,0,0
"ENSSSCG00000001105",1,0,1,1,1,0,0,0,0,0
"ENSSSCG00000001107",0,0,0,0,0,1,0,0,0,0
"ENSSSCG00000001131",4,8,16,14,10,6,12,22,26,38
"ENSSSCG00000001132",0,1,0,0,0,1,4,0,0,1
"ENSSSCG00000001137",144,131,210,251,369,254,492,351,586,573
"ENSSSCG00000001156",4,4,8,10,12,6,86,16,140,269
"ENSSSCG00000001164",3,6,11,5,9,4,50,9,97,128
"ENSSSCG00000001201",1,9,9,5,15,5,77,4,100,168
"ENSSSCG00000001202",3,2,4,2,4,5,10,0,11,57
"ENSSSCG00000001203",0,0,5,3,2,1,6,0,0,7
"ENSSSCG00000001204",1,3,2,3,2,2,4,3,10,27
"ENSSSCG00000001205",0,0,0,3,1,1,0,0,14,8
"ENSSSCG00000001206",3,6,6,6,6,6,11,4,40,51
"ENSSSCG00000001207",2,6,11,10,9,4,31,22,65,82
"ENSSSCG00000001209",7,10,25,14,14,13,28,6,33,76
"ENSSSCG00000001211",0,0,0,0,0,1,0,0,0,0
"ENSSSCG00000001213",2,2,1,1,1,3,0,0,0,0
"ENSSSCG00000001216",0,2,3,1,1,1,1,0,0,1
"ENSSSCG00000001219",13,16,23,30,34,26,166,148,426,408
"ENSSSCG00000001229",86,110,106,190,254,111,2995,1257,8665,5933
"ENSSSCG00000001232",2,2,2,1,1,1,25,11,54,38
"ENSSSCG00000001233",29,48,62,85,135,92,513,704,1517,1742
"ENSSSCG00000001234",0,4,2,4,2,3,5,4,6,15
"ENSSSCG00000001235",3,1,1,4,0,3,6,0,8,21
"ENSSSCG00000001236",2,0,2,3,3,0,0,13,0,3
"ENSSSCG00000001242",14,59,39,65,80,46,302,227,956,998
"ENSSSCG00000001245",1,1,8,3,12,12,32,47,54,70
"ENSSSCG00000001247",1,4,1,1,1,0,4,1,2,10
"ENSSSCG00000001248",2,1,5,1,2,2,0,0,0,0
"ENSSSCG00000001252",2,12,17,14,27,14,368,128,836,578
"ENSSSCG00000001341",121,336,219,255,436,280,2498,2933,5603,6456
"ENSSSCG00000001342",12,18,10,14,18,14,69,29,124,183
"ENSSSCG00000001346",56,74,93,58,130,48,559,555,1338,1420
"ENSSSCG00000001347",65,196,121,136,233,147,372,493,1105,1044
"ENSSSCG00000001362",30,66,62,63,77,72,285,334,515,726
"ENSSSCG00000001372",7,14,11,13,36,20,142,131,249,247
"ENSSSCG00000001376",28,27,39,35,45,34,188,135,373,532
"ENSSSCG00000001379",125,132,209,157,497,248,2957,3671,4246,5699
"ENSSSCG00000001382",0,5,5,3,53,6,7,12,16,36
"ENSSSCG00000001384",15,34,25,24,41,26,184,141,510,469
"ENSSSCG00000001388",0,1,0,2,1,2,0,0,0,0
"ENSSSCG00000001391",6,8,18,20,32,17,130,140,262,302
"ENSSSCG00000001392",3,2,9,7,10,10,99,119,97,141
"ENSSSCG00000001393",0,1,0,0,0,1,0,0,0,0
"ENSSSCG00000001394",7,5,3,4,9,4,16,52,105,210
"ENSSSCG00000001395",2,4,1,3,2,1,6,6,23,53
"ENSSSCG00000001396",32,55,63,54,87,48,402,363,1277,1385
"ENSSSCG00000001398",5,19,15,11,13,11,60,52,171,235
"ENSSSCG00000001400",121,280,316,266,417,263,1262,971,2374,2797
"ENSSSCG00000001401",0,0,0,4,2,1,5,3,14,10
"ENSSSCG00000001402",4,4,12,12,25,12,121,215,218,270
"ENSSSCG00000001403",1,1,2,2,2,1,2,0,25,18
"ENSSSCG00000001407",1,4,1,2,0,1,18,13,15,19
"ENSSSCG00000001409",119,237,213,214,386,224,1081,1655,4287,4432
"ENSSSCG00000001410",52,90,90,87,184,100,573,811,1704,1711
"ENSSSCG00000001411",2,3,2,2,8,1,16,6,16,31
"ENSSSCG00000001413",15,35,57,32,59,41,284,330,674,891
"ENSSSCG00000001414",14,27,34,18,37,23,202,238,356,438
"ENSSSCG00000001416",0,1,0,0,0,0,0,0,1,2
"ENSSSCG00000001418",7,10,14,6,24,1,39,14,157,197
"ENSSSCG00000001419",1,1,5,5,10,1,2,1,0,0
"ENSSSCG00000001420",40,56,80,60,97,52,417,468,917,1097
"ENSSSCG00000001421",1,2,6,1,11,2,22,8,41,98
"ENSSSCG00000001422",38,16,17,9,17,23,150,100,731,562
"ENSSSCG00000001423",10,4,15,10,48,5,145,200,251,280
"ENSSSCG00000001424",34,75,80,86,116,83,447,590,1143,1300
"ENSSSCG00000001425",3,3,4,3,9,1,22,61,64,82
"ENSSSCG00000001426",9,7,8,16,11,17,65,64,118,168
"ENSSSCG00000001427",0,5,7,4,2,2,22,22,23,42
"ENSSSCG00000001428",0,0,1,2,1,0,0,0,0,0
"ENSSSCG00000001430",20,54,64,53,76,47,326,294,895,1094
"ENSSSCG00000001431",0,5,4,1,3,4,30,18,36,41
"ENSSSCG00000001433",0,3,1,4,24,2,30,17,86,141
"ENSSSCG00000001434",1,12,3,2,8,13,43,30,40,39
"ENSSSCG00000001435",20,33,18,17,41,18,123,229,283,331
"ENSSSCG00000001436",6,10,5,10,14,10,114,149,253,350
"ENSSSCG00000001437",1,0,4,5,2,1,9,10,10,15
"ENSSSCG00000001438",37,80,61,60,95,64,524,432,1117,1145
"ENSSSCG00000001439",38,70,96,63,122,60,488,850,1342,1462
"ENSSSCG00000001440",5,10,4,8,6,11,36,39,49,133
"ENSSSCG00000001441",0,1,1,1,0,2,0,0,0,3
"ENSSSCG00000001444",0,0,0,0,1,0,0,0,0,0
"ENSSSCG00000001453",42,170,152,145,220,176,3751,2944,4362,4879
"ENSSSCG00000001455",13,90,70,74,132,51,241,1088,441,517
"ENSSSCG00000001456",54,222,285,227,316,250,2313,1511,3313,3709
"ENSSSCG00000001457",55,89,145,143,227,136,1635,1217,2176,3235
"ENSSSCG00000001459",5,32,14,13,25,17,98,167,254,343
"ENSSSCG00000001463",13,18,22,31,51,20,354,295,639,709
"ENSSSCG00000001469",21,37,33,28,41,25,688,410,1315,1297
"ENSSSCG00000001470",14,35,25,28,42,28,615,382,1097,988
"ENSSSCG00000001471",156,539,371,261,492,325,1718,1396,4290,6280
"ENSSSCG00000001472",5,9,10,5,17,8,134,163,205,257
"ENSSSCG00000001473",4,1,3,1,5,6,1,1,2,14
"ENSSSCG00000001474",13,29,28,26,46,25,174,146,444,633
"ENSSSCG00000001475",14,20,17,8,65,19,303,239,484,565
"ENSSSCG00000001476",3,6,14,2,21,3,45,64,93,114
"ENSSSCG00000001477",10,16,20,23,48,26,264,274,605,730
"ENSSSCG00000001478",1,1,1,3,3,2,0,0,0,0
"ENSSSCG00000001479",0,2,0,1,1,1,0,0,0,1
"ENSSSCG00000001480",1,0,0,0,0,2,0,0,0,0
"ENSSSCG00000001481",0,1,2,0,1,1,0,0,0,0
"ENSSSCG00000001483",0,0,3,1,1,3,0,0,0,0
"ENSSSCG00000001484",0,2,2,1,6,4,0,0,0,0
"ENSSSCG00000001485",1,1,0,0,2,1,0,0,0,0
"ENSSSCG00000001486",4,7,10,7,20,4,46,6,46,79
"ENSSSCG00000001487",1,1,0,1,3,1,0,0,0,0
"ENSSSCG00000001488",14,17,30,21,31,22,65,37,225,170
"ENSSSCG00000001490",0,0,0,0,0,0,3,0,2,0
"ENSSSCG00000001493",9,14,7,7,33,16,121,106,145,151
"ENSSSCG00000001497",6,25,15,24,38,15,108,19,222,235
"ENSSSCG00000001498",0,1,0,1,2,1,0,0,0,1
"ENSSSCG00000001499",21,31,23,23,88,34,47,13,161,140
"ENSSSCG00000001500",1,2,3,0,6,1,0,0,0,0
"ENSSSCG00000001501",18,36,45,39,40,32,189,114,364,591
"ENSSSCG00000001502",113,232,301,251,599,283,5081,4942,8150,7001
"ENSSSCG00000001503",4,9,7,4,4,5,23,4,31,46
"ENSSSCG00000001504",2,10,9,13,20,5,163,131,298,430
"ENSSSCG00000001505",5,7,4,7,22,7,180,148,283,296
"ENSSSCG00000001506",45,69,65,57,96,53,355,255,947,1206
"ENSSSCG00000001507",32,51,67,64,104,65,492,739,1660,1819
"ENSSSCG00000001509",26,38,50,73,80,64,369,526,1015,1398
"ENSSSCG00000001510",12,21,14,27,66,27,320,362,329,420
"ENSSSCG00000001511",3,8,8,8,14,5,39,29,147,218
"ENSSSCG00000001512",7,12,16,12,25,19,104,88,231,252
"ENSSSCG00000001513",14,41,40,21,50,29,35,47,165,138
"ENSSSCG00000001516",22,28,39,39,77,29,381,273,530,695
"ENSSSCG00000001517",3,0,1,1,0,4,13,11,9,15
"ENSSSCG00000001518",43,108,126,107,186,122,310,305,773,1057
"ENSSSCG00000001520",24,35,33,36,74,45,233,247,805,1139
"ENSSSCG00000001521",1,0,4,3,7,3,2,0,0,0
"ENSSSCG00000001523",1,0,0,2,5,1,0,0,0,0
"ENSSSCG00000001527",28,72,71,60,107,48,557,636,1263,1455
"ENSSSCG00000001531",14,17,15,26,54,26,265,240,440,532
"ENSSSCG00000001532",9,17,18,20,21,12,12,48,101,96
"ENSSSCG00000001533",2,4,10,9,22,5,89,64,237,271
"ENSSSCG00000001534",39,39,22,33,66,29,101,107,324,425
"ENSSSCG00000001535",0,0,2,2,0,0,0,2,0,1
"ENSSSCG00000001536",0,1,0,1,0,1,2,1,5,5
"ENSSSCG00000001537",8,31,24,25,33,32,183,107,390,399
"ENSSSCG00000001538",47,73,86,78,108,83,612,624,1503,1717
"ENSSSCG00000001539",8,28,32,27,55,21,124,91,307,378
"ENSSSCG00000001543",94,211,288,190,409,212,4793,4933,9059,7772
"ENSSSCG00000001546",3,14,19,20,32,13,49,36,140,154
"ENSSSCG00000001549",273,145,133,167,242,256,1191,581,2619,4421
"ENSSSCG00000001550",5,2,8,1,4,4,1,0,7,8
"ENSSSCG00000001553",1,1,0,0,3,1,0,0,0,2
"ENSSSCG00000001554",30,42,57,49,95,58,375,97,584,606
"ENSSSCG00000001555",1,0,2,0,4,0,7,0,4,10
"ENSSSCG00000001556",76,55,72,70,126,70,602,363,1398,1982
"ENSSSCG00000001559",0,1,0,2,0,0,2,0,0,1
"ENSSSCG00000001560",1,2,2,5,15,6,0,6,14,12
"ENSSSCG00000001561",7,6,6,14,21,10,64,88,84,128
"ENSSSCG00000001562",21,38,42,38,56,49,387,141,784,973
"ENSSSCG00000001563",31,88,88,85,113,98,500,244,1254,1273
"ENSSSCG00000001564",43,113,130,128,162,138,1313,666,1679,2171
"ENSSSCG00000001565",10,15,16,17,86,25,347,247,232,151
"ENSSSCG00000001566",4,3,3,6,10,5,0,0,10,21
"ENSSSCG00000001567",2,5,1,1,2,1,0,0,1,0
"ENSSSCG00000001570",1,0,1,3,2,0,13,6,7,10
"ENSSSCG00000001571",36,62,67,53,121,51,625,774,1135,1048
"ENSSSCG00000001572",23,23,21,14,25,20,124,105,304,184
"ENSSSCG00000001573",57,83,72,100,182,117,591,836,1378,1460
"ENSSSCG00000001576",0,0,0,0,0,0,0,0,0,2
"ENSSSCG00000001577",5,19,16,14,13,21,71,62,166,186
"ENSSSCG00000001578",9,24,28,29,37,35,70,26,127,188
"ENSSSCG00000001582",0,0,1,0,0,0,0,0,0,0
"ENSSSCG00000001589",1,0,0,0,0,1,0,0,0,0
"ENSSSCG00000001592",0,0,1,0,0,0,0,0,0,0
"ENSSSCG00000001594",0,0,0,0,0,1,0,0,0,0
"ENSSSCG00000001595",1,0,5,2,11,2,2,24,5,13
"ENSSSCG00000001596",1,11,6,7,16,5,26,50,108,103
"ENSSSCG00000001597",1,2,3,0,0,1,0,6,41,1
"ENSSSCG00000001611",16,21,37,38,53,26,195,58,317,459
"ENSSSCG00000001612",0,0,4,1,1,1,0,0,1,3
"ENSSSCG00000001613",24,30,22,43,71,26,145,174,132,79
"ENSSSCG00000001616",44,81,57,60,92,49,174,181,557,670
"ENSSSCG00000001618",0,4,2,0,2,2,0,5,6,55
"ENSSSCG00000001619",8,28,18,20,32,18,83,107,191,231
"ENSSSCG00000001620",0,1,0,1,4,0,6,0,3,12
"ENSSSCG00000001621",10,26,23,21,43,18,132,184,304,303
"ENSSSCG00000001624",3,0,0,1,2,0,1,0,14,6
"ENSSSCG00000001629",3,3,3,7,4,7,13,0,25,29
"ENSSSCG00000001636",0,1,0,0,3,1,0,4,0,1
"ENSSSCG00000001637",0,1,0,0,0,0,0,0,0,0
"ENSSSCG00000001638",4,11,5,8,15,7,123,100,185,240
"ENSSSCG00000001639",7,40,36,47,57,44,72,57,185,234
"ENSSSCG00000001641",76,136,160,127,239,159,360,115,705,1056
"ENSSSCG00000001646",19,28,31,40,46,30,122,67,332,432
"ENSSSCG00000001650",0,0,0,0,1,1,9,0,0,41
"ENSSSCG00000001651",17,33,17,24,28,24,188,268,561,746
"ENSSSCG00000001653",12,12,25,21,41,14,148,97,319,476
"ENSSSCG00000001654",20,27,32,31,67,32,219,368,629,803
"ENSSSCG00000001655",9,9,5,9,21,17,117,174,245,234
"ENSSSCG00000001656",7,11,17,14,30,12,128,153,238,378
"ENSSSCG00000001657",2,10,12,2,7,10,35,28,80,101
"ENSSSCG00000001658",1,6,6,4,22,7,83,68,150,152
"ENSSSCG00000001659",6,21,22,11,34,18,142,154,330,355
"ENSSSCG00000001660",0,0,1,2,10,2,2,12,4,26
"ENSSSCG00000001661",15,16,22,25,33,15,236,245,495,551
"ENSSSCG00000001664",0,8,9,7,9,6,19,8,17,20
"ENSSSCG00000001667",33,172,166,113,182,101,243,163,853,809
"ENSSSCG00000001672",3,10,4,5,6,3,6,11,41,44
"ENSSSCG00000001676",0,0,1,1,3,1,0,0,0,0
"ENSSSCG00000001679",52,60,87,51,174,74,499,552,1017,1048
"ENSSSCG00000001680",36,81,57,69,88,67,235,139,536,621
"ENSSSCG00000001682",0,0,0,0,0,0,0,0,0,3
"ENSSSCG00000001683",5,12,15,10,26,19,103,41,136,249
"ENSSSCG00000001688",16,15,20,20,30,24,84,66,216,207
"ENSSSCG00000001689",33,32,41,36,89,17,165,129,316,449
"ENSSSCG00000001691",0,1,1,5,1,2,2,4,1,3
"ENSSSCG00000001692",23,43,50,39,55,58,209,259,349,398
"ENSSSCG00000001695",2,9,5,10,24,9,7,7,60,63
"ENSSSCG00000001696",3,6,4,5,9,8,90,92,86,97
"ENSSSCG00000001697",5,12,11,8,28,6,15,32,72,93
"ENSSSCG00000001698",0,0,1,0,0,0,3,0,0,0
"ENSSSCG00000001700",9,10,12,9,33,15,156,115,253,377
"ENSSSCG00000001701",82,188,237,199,581,242,4345,3281,8815,7084
"ENSSSCG00000001702",7,25,35,27,53,46,100,81,193,242
"ENSSSCG00000001703",24,51,28,47,111,38,79,171,387,419
"ENSSSCG00000001705",0,0,0,1,0,1,4,5,5,8
"ENSSSCG00000001706",10,18,10,16,28,10,85,42,155,174
"ENSSSCG00000001708",39,77,91,66,106,68,555,59,914,1120
"ENSSSCG00000001709",3,6,8,11,15,6,67,37,111,121
"ENSSSCG00000001710",7,15,11,14,21,26,161,46,135,96
"ENSSSCG00000001715",2,2,4,3,4,1,0,4,0,3
"ENSSSCG00000001716",0,0,1,0,7,0,2,7,11,1
"ENSSSCG00000001718",0,1,1,3,5,0,5,0,12,26
"ENSSSCG00000001720",1,3,2,3,8,12,16,18,56,38
"ENSSSCG00000001723",3,4,6,6,8,11,96,9,159,72
"ENSSSCG00000001724",2,7,7,5,4,5,0,0,0,0
"ENSSSCG00000001725",1,0,1,4,1,1,0,0,0,1
"ENSSSCG00000001726",0,1,0,0,1,0,0,4,0,0
"ENSSSCG00000001727",21,7,15,11,58,13,94,69,493,265
"ENSSSCG00000001729",1,1,5,1,4,3,5,0,0,0
"ENSSSCG00000001731",2,7,7,4,3,7,37,5,41,75
"ENSSSCG00000001732",13,13,16,8,26,10,73,16,115,141
"ENSSSCG00000001734",1,2,0,0,0,0,4,0,6,5
"ENSSSCG00000001735",0,4,2,2,1,2,6,9,11,7
"ENSSSCG00000001738",0,2,0,2,1,0,0,0,0,0
"ENSSSCG00000001743",0,0,1,0,0,0,0,0,0,0
"ENSSSCG00000001744",0,0,0,1,0,0,0,0,0,0
"ENSSSCG00000001746",0,1,1,3,1,3,0,0,0,0
"ENSSSCG00000001748",0,2,0,1,1,0,0,0,0,0
"ENSSSCG00000001750",15,21,22,17,30,15,73,44,220,338
"ENSSSCG00000001751",0,0,0,0,0,1,0,0,0,2
"ENSSSCG00000001752",0,3,5,3,5,4,0,0,0,11
"ENSSSCG00000001755",0,3,6,1,0,2,6,0,17,12
"ENSSSCG00000001756",14,18,40,27,47,27,364,50,686,648
"ENSSSCG00000001757",9,9,18,17,34,28,307,201,436,400
"ENSSSCG00000001760",1,1,0,1,2,0,0,0,0,0
"ENSSSCG00000001762",0,1,1,0,5,0,0,0,0,6
"ENSSSCG00000001764",0,0,0,1,0,1,1,0,0,0
"ENSSSCG00000001765",0,1,1,1,1,4,7,1,11,17
"ENSSSCG00000001769",60,70,76,99,153,106,1119,547,1891,2190
"ENSSSCG00000001770",40,54,56,63,104,36,725,734,1554,1191
"ENSSSCG00000001771",0,1,1,1,4,1,0,0,0,1
"ENSSSCG00000001773",5,8,5,6,40,12,94,93,190,164
"ENSSSCG00000001775",0,0,0,1,1,1,0,0,0,0
"ENSSSCG00000001779",14,34,42,42,80,43,273,131,537,582
"ENSSSCG00000001780",6,3,4,3,11,2,15,34,101,158
"ENSSSCG00000001782",8,5,8,1,15,4,10,6,132,100
"ENSSSCG00000001786",3,1,2,2,1,2,0,0,2,0
"ENSSSCG00000001787",32,43,55,57,91,62,434,451,1195,1320
"ENSSSCG00000001788",0,6,0,1,9,0,39,21,49,68
"ENSSSCG00000001789",1,3,5,3,4,2,0,0,0,0
"ENSSSCG00000001792",8,26,36,27,62,34,154,72,329,328
"ENSSSCG00000001793",0,3,0,4,4,1,4,0,0,4
"ENSSSCG00000001795",0,1,1,1,0,0,0,0,4,1
"ENSSSCG00000001798",2,0,0,0,0,1,2,9,0,9
"ENSSSCG00000001800",8,4,4,3,6,6,50,41,112,136
"ENSSSCG00000001801",8,13,23,11,28,15,126,15,209,318
"ENSSSCG00000001804",0,4,4,4,3,8,17,28,103,112
"ENSSSCG00000001805",14,34,28,42,69,47,86,96,184,323
"ENSSSCG00000001806",0,0,4,3,4,0,0,0,1,6
"ENSSSCG00000001807",1,1,1,0,2,0,0,0,0,0
"ENSSSCG00000001808",0,3,1,0,0,0,0,0,2,0
"ENSSSCG00000001810",16,15,26,6,10,10,115,79,210,266
"ENSSSCG00000001814",496,657,716,681,1070,685,2422,995,6832,5690
"ENSSSCG00000001816",6,7,11,10,10,3,75,16,70,79
"ENSSSCG00000001817",31,43,35,30,80,29,125,202,634,776
