"","H2","H3","H6","H7","H8","W1","W10","W6","W7","W9"
"CRACR2B_ENSSSCG00000023933_ENSSSCT00000032266_384_1584_1821",0,155,0,0,0,0,1,0,1,1
"CRADD_ENSSSCG00000000910_ENSSSCT00000000995_6_603_673",1,1,0,3,5,3,6,27,26,31
"CRAMP1_ENSSSCG00000008026_ENSSSCT00000008795_370_4168_7631",16,51,26,42,23,33,220,163,490,537
"CRAT_ENSSSCG00000005671_ENSSSCT00000061204_0_2235_2792",10,20,11,12,58,24,152,240,259,277
"CRB1_ENSSSCG00000021897_ENSSSCT00000011925_13_4405_5240",1,1,1,1,0,0,0,0,1,0
"CRB2_ENSSSCG00000005584_ENSSSCT00000006137_66_3915_6901",0,3,3,0,5,1,0,13,0,32
"CRB3_ENSSSCG00000051897_ENSSSCT00000094365_319_688_3265",0,0,0,0,26,0,0,0,1,1
"CRBN_ENSSSCG00000011530_ENSSSCT00000063306_167_1496_5737",4,14,3,13,15,10,85,36,127,164
"CREB1_ENSSSCG00000034395_ENSSSCT00000039485_200_1034_4546",6,35,25,17,18,17,111,102,186,294
"CREB3L1_ENSSSCG00000013263_ENSSSCT00000014487_457_2017_2710",0,168,170,241,1264,0,1,1,1,1
"CREB3L2_ENSSSCG00000016520_ENSSSCT00000017988_371_1931_7704",7,13,7,8,4,7,64,52,85,86
"CREB3L3_ENSSSCG00000013501_ENSSSCT00000014747_296_1775_2254",2,1,0,1,7,2,7,25,8,13
"CREB3L4_ENSSSCG00000006560_ENSSSCT00000100999_284_1601_1861",0,1,0,1,0,0,1,1,1,1
"CREB3_ENSSSCG00000005318_ENSSSCT00000042684_468_1587_1863",3,19,26,35,38,19,132,147,252,266
"CREB5_ENSSSCG00000016690_ENSSSCT00000018171_199_1729_2440",1,0,0,0,0,0,0,0,1,1
"CREBBP_ENSSSCG00000007951_ENSSSCT00000008714_21_7341_8418",47,239,268,176,236,185,994,1053,2935,3004
"CREBL2_ENSSSCG00000034418_ENSSSCT00000052682_309_669_2536",8,16,7,14,7,9,116,46,121,97
"CREBRF_ENSSSCG00000016986_ENSSSCT00000049310_197_2114_3097",4,27,12,16,33,15,136,46,208,230
"CREBZF_ENSSSCG00000014907_ENSSSCT00000016263_0_1062_1065",15,29,20,19,12,22,187,78,268,407
"CREG1_ENSSSCG00000006308_ENSSSCT00000006913_88_754_2396",16,11,8,5,17,10,54,42,156,147
"CREG2_ENSSSCG00000008166_ENSSSCT00000008943_11_845_5907",0,0,0,0,0,0,2,0,0,1
"CRELD1_ENSSSCG00000011560_ENSSSCT00000106340_76_1375_1666",3,4,3,5,15,7,50,41,109,102
"CRELD2_ENSSSCG00000000981_ENSSSCT00000001071_184_1243_1474",17,29,24,16,88,15,170,149,123,151
"CRHBP_ENSSSCG00000014093_ENSSSCT00000015394_191_1157_1741",2,8,2,2,5,4,44,6,75,33
"CRHR1_ENSSSCG00000017313_ENSSSCT00000018849_270_1515_2673",0,1,57,1,69,0,0,1,0,1
"CRH_ENSSSCG00000006215_ENSSSCT00000006811_180_753_1274",0,0,0,0,0,1,0,0,0,0
"CRIM1_ENSSSCG00000008504_ENSSSCT00000009306_199_3292_5581",1,4,11,11,58,3,12,9,16,51
"CRIP3_ENSSSCG00000001672_ENSSSCT00000088060_199_811_1135",3,7,2,4,5,3,12,13,37,45
"CRISP3_ENSSSCG00000024347_ENSSSCT00000029500_61_796_2619",0,1,0,0,0,0,0,0,1,1
"CRISPLD1_ENSSSCG00000006171_ENSSSCT00000006765_481_1981_3041",0,0,1,1,0,0,0,0,0,0
"CRISPLD2_ENSSSCG00000002669_ENSSSCT00000034968_215_1706_3841",4,0,2,5,7,5,0,0,1,186
"CRKL_ENSSSCG00000010095_ENSSSCT00000011056_457_1366_4497",10,34,29,39,68,32,223,189,466,520
"CRK_ENSSSCG00000038989_ENSSSCT00000048357_186_1341_3830",23,20,22,8,23,20,176,19,289,331
"CRLF1_ENSSSCG00000013909_ENSSSCT00000047258_199_1474_1775",0,0,0,0,4,1,1,0,1,25
"CRLF3_ENSSSCG00000017743_ENSSSCT00000019311_59_1412_2507",49,70,149,118,69,103,916,489,1478,1598
"CRLS1_ENSSSCG00000040202_ENSSSCT00000054521_154_1027_1849",1,6,5,5,4,5,49,13,66,61
"CRMP1_ENSSSCG00000022896_ENSSSCT00000030783_199_2551_3198",0,0,0,0,1,0,0,0,1,0
"CRNKL1_ENSSSCG00000038587_ENSSSCT00000041114_89_2159_3168",21,33,24,22,80,46,377,191,713,757
"CRNN_ENSSSCG00000006604_ENSSSCT00000105941_63_2040_3044",0,0,0,0,0,2,0,0,0,0
"CROCC_ENSSSCG00000003478_ENSSSCT00000042712_125_5900_6408",5,3,9,7,6,9,63,22,151,131
"CROT_ENSSSCG00000015391_ENSSSCT00000046038_223_2059_6183",1,3,5,2,8,4,39,20,59,63
"CRPPA_ENSSSCG00000015358_ENSSSCT00000047408_203_1541_3165",1,2,2,7,5,3,17,11,42,40
"CRP_ENSSSCG00000006403_ENSSSCT00000072472_100_877_1871",0,0,0,1,0,0,0,0,0,0
"CRTAC1_ENSSSCG00000010530_ENSSSCT00000011520_83_2054_2648",0,0,0,0,0,1,0,0,0,0
"CRTAM_ENSSSCG00000015137_ENSSSCT00000050387_1_1201_2366",1,1,5,8,6,10,88,18,154,124
"CRTAP_ENSSSCG00000051838_ENSSSCT00000106259_16_1174_1568",1,3,7,4,23,3,7,24,43,39
"CRTC1_ENSSSCG00000013915_ENSSSCT00000015201_28_1969_2470",1,3,10,10,13,8,50,25,98,150
"CRTC2_ENSSSCG00000006567_ENSSSCT00000007195_126_2205_2638",14,20,41,19,61,33,226,234,451,534
"CRTC3_ENSSSCG00000034090_ENSSSCT00000055957_116_1973_5144",15,8,12,9,16,14,65,100,223,202
"CRX_ENSSSCG00000003124_ENSSSCT00000068174_33_1068_3189",1,0,0,0,0,0,0,0,0,0
"CRY1_ENSSSCG00000000164_ENSSSCT00000064675_632_2396_3809",12,19,10,14,42,22,218,95,285,367
"CRYAB_ENSSSCG00000036724_ENSSSCT00000059359_286_997_1131",0,0,1,1,11,2,6,0,0,19
"CRYBA1_ENSSSCG00000040641_ENSSSCT00000052274_10_655_778",0,0,0,0,0,0,4,3,2,4
"CRYBA2_ENSSSCG00000040776_ENSSSCT00000042771_1472_2063_2115",0,0,0,0,1,0,0,0,0,0
"CRYBA4_ENSSSCG00000043809_ENSSSCT00000010921_0_720_904",0,0,0,0,0,0,0,3,2,0
"CRYBB1_ENSSSCG00000009964_ENSSSCT00000010920_64_811_956",1,0,0,0,0,0,1,1,1,1
"CRYBB3_ENSSSCG00000009954_ENSSSCT00000010909_1645_2278_2425",0,0,0,0,2,1,1,0,0,0
"CRYBG1_ENSSSCG00000004371_ENSSSCT00000027684_199_6484_7088",45,25,40,26,90,34,349,129,536,487
"CRYBG2_ENSSSCG00000033539_ENSSSCT00000093557_97_5482_5567",1,4,5,6,10,4,22,18,57,58
"CRYBG3_ENSSSCG00000022895_ENSSSCT00000031571_144_8997_9519",42,19,21,12,15,18,20,16,369,386
"CRYL1_ENSSSCG00000009268_ENSSSCT00000056644_0_1107_1575",5,12,8,5,13,12,70,107,159,134
"CRYM_ENSSSCG00000007849_ENSSSCT00000071244_33_996_3639",0,0,0,0,0,0,0,0,0,0
"CRYZL1_ENSSSCG00000028377_ENSSSCT00000029073_76_1123_2127",3,15,31,20,33,21,193,75,308,323
"CRYZ_ENSSSCG00000003780_ENSSSCT00000047025_173_1163_1866",3,4,0,0,8,3,16,2,37,20
"CSAD_ENSSSCG00000000259_ENSSSCT00000058957_49_1717_2721",0,6,3,5,10,4,30,22,39,49
"CSDC2_ENSSSCG00000000062_ENSSSCT00000000068_260_719_2650",0,3,3,0,7,1,5,1,27,17
"CSDE1_ENSSSCG00000006752_ENSSSCT00000064093_491_3023_4281",55,166,159,116,138,167,1694,560,2505,2651
"CSE1L_ENSSSCG00000025534_ENSSSCT00000026255_104_3023_4078",17,25,65,54,122,41,415,152,588,610
"CSF1R_ENSSSCG00000014441_ENSSSCT00000087092_766_3925_4621",248,88,138,113,157,124,64,165,2637,2651
"CSF1_ENSSSCG00000037449_ENSSSCT00000039641_173_1835_3899",3,4,5,8,36,11,24,33,104,263
"CSF2RB_ENSSSCG00000000136_ENSSSCT00000000142_228_2880_4932",123,83,59,67,156,76,540,279,1392,1019
"CSF2_ENSSSCG00000023737_ENSSSCT00000027098_35_467_798",0,0,0,0,0,0,0,0,1,0
"CSF3R_ENSSSCG00000025795_ENSSSCT00000080717_292_2836_3109",123,72,56,77,293,64,43,178,1537,944
"CSGALNACT2_ENSSSCG00000010200_ENSSSCT00000011166_492_2118_4534",6,27,18,12,14,29,274,75,404,494
"CSKMT_ENSSSCG00000027847_ENSSSCT00000052327_269_989_4204",1,1,413,268,283,0,1,1,1,1
"CSK_ENSSSCG00000001900_ENSSSCT00000002128_868_2290_2972",79,197,298,101,206,158,1025,1180,2000,2417
"CSMD1_ENSSSCG00000015748_ENSSSCT00000093845_0_9681_10685",1,1,1,1,0,2,0,0,0,0
"CSMD3_ENSSSCG00000031031_ENSSSCT00000067515_85_11089_12945",1,5,0,1,2,2,0,0,0,0
"CSNK1A1_ENSSSCG00000014435_ENSSSCT00000072261_406_1483_7440",34,79,38,26,111,55,498,175,786,928
"CSNK1D_ENSSSCG00000035852_ENSSSCT00000060512_194_1526_1592",37,40,44,19,102,59,367,407,779,923
"CSNK1E_ENSSSCG00000000107_ENSSSCT00000043044_35_1328_2406",10,24,19,16,73,20,153,108,278,270
"CSNK1G1_ENSSSCG00000004558_ENSSSCT00000060507_333_1710_7812",4,19,7,7,14,12,62,82,189,136
"CSNK1G2_ENSSSCG00000013445_ENSSSCT00000078594_3041_4283_5143",24,53,54,49,183,71,472,541,900,1035
"CSNK1G3_ENSSSCG00000014240_ENSSSCT00000015560_707_2069_4440",7,7,20,7,17,17,146,81,260,238
"CSNK2A2_ENSSSCG00000002804_ENSSSCT00000055330_199_1249_5427",7,18,22,13,52,9,72,50,128,124
"CSNK2B_ENSSSCG00000001414_ENSSSCT00000036545_211_916_1059",15,30,47,13,37,24,185,190,289,342
"CSPG4_ENSSSCG00000001873_ENSSSCT00000002098_79_7036_7957",0,1,1,0,2,1,0,1,0,27
"CSPG5_ENSSSCG00000039224_ENSSSCT00000051770_199_1813_2164",0,3,3,2,1,2,0,1,15,26
"CSPP1_ENSSSCG00000006202_ENSSSCT00000063543_169_3829_4878",8,16,39,12,31,11,106,53,139,138
"CSRNP1_ENSSSCG00000011264_ENSSSCT00000012332_252_2016_3195",7,40,37,51,126,51,169,290,807,772
"CSRNP2_ENSSSCG00000037029_ENSSSCT00000063033_4645_6271_6274",3,21,25,15,38,27,205,122,414,423
"CSRNP3_ENSSSCG00000015906_ENSSSCT00000041403_279_2040_3044",0,0,0,0,0,0,0,0,0,0
"CSRP1_ENSSSCG00000020976_ENSSSCT00000057573_0_927_1692",14,27,30,15,81,34,298,287,385,400
"CSRP2_ENSSSCG00000000951_ENSSSCT00000090556_566_1148_1374",0,1,1,0,1,0,0,1,1,1
"CSRP3_ENSSSCG00000013354_ENSSSCT00000014585_242_842_1085",0,0,0,0,1,2,0,0,0,0
"CST3_ENSSSCG00000037360_ENSSSCT00000038762_119_557_776",187,352,143,112,182,315,2309,1234,5677,3889
"CST6_ENSSSCG00000012960_ENSSSCT00000014166_36_483_612",0,0,0,1,725,0,1,2,1,1
"CST7_ENSSSCG00000007131_ENSSSCT00000007803_24_462_609",3,3,6,9,4,15,83,122,177,237
"CSTB_ENSSSCG00000027357_ENSSSCT00000023178_92_386_605",25,25,19,29,16,22,151,195,255,308
"CSTF1_ENSSSCG00000007494_ENSSSCT00000065541_422_1715_4043",4,11,15,14,7,9,80,61,124,130
"CSTF2T_ENSSSCG00000010430_ENSSSCT00000011415_64_1909_4587",9,21,55,50,64,46,364,155,593,924
"CSTF2_ENSSSCG00000012486_ENSSSCT00000027214_103_1879_4648",11,9,12,7,35,13,122,64,183,198
"CSTF3_ENSSSCG00000040954_ENSSSCT00000038062_195_2343_2346",5,19,34,28,56,29,220,125,413,475
"CSTL1_ENSSSCG00000007121_ENSSSCT00000007793_301_712_1402",0,0,0,0,0,0,0,0,0,0
"CSTPP1_ENSSSCG00000013246_ENSSSCT00000025248_66_1059_1552",0,0,0,0,1,1,0,0,0,0
"CS_ENSSSCG00000035686_ENSSSCT00000045632_154_1546_6201",29,48,38,23,138,57,377,447,765,693
"CTBP1_ENSSSCG00000031302_ENSSSCT00000056455_201_1518_1521",74,75,55,43,57,78,519,543,1072,1127
"CTBS_ENSSSCG00000003758_ENSSSCT00000004160_33_1173_1635",0,0,0,0,0,0,0,0,1,0
"CTC1_ENSSSCG00000026818_ENSSSCT00000100174_46_3667_4009",1,3,5,2,7,9,62,65,115,116
"CTCFL_ENSSSCG00000007505_ENSSSCT00000097750_176_2153_2156",0,0,0,0,1,0,0,0,0,0
"CTCF_ENSSSCG00000024253_ENSSSCT00000030108_199_2452_3760",22,75,96,33,90,68,468,304,960,1174
"CTDNEP1_ENSSSCG00000017935_ENSSSCT00000019519_495_1227_1805",18,16,20,12,49,24,141,169,335,382
"CTDP1_ENSSSCG00000005787_ENSSSCT00000006363_393_3180_3771",29,71,46,21,88,53,338,321,767,866
"CTDSP1_ENSSSCG00000036938_ENSSSCT00000045485_174_957_2520",36,42,43,17,35,31,161,234,390,500
"CTDSP2_ENSSSCG00000031707_ENSSSCT00000096644_276_1155_4480",25,41,30,33,28,34,255,217,480,540
"CTDSPL2_ENSSSCG00000035827_ENSSSCT00000063792_197_1508_6481",5,15,21,17,47,16,180,61,223,220
"CTDSPL_ENSSSCG00000028740_ENSSSCT00000022614_99_927_1098",0,0,0,91,231,0,1,1,1,0
"CTHRC1_ENSSSCG00000006051_ENSSSCT00000006640_116_848_1234",0,0,1,0,1,0,0,1,0,1
"CTH_ENSSSCG00000003789_ENSSSCT00000004193_113_1397_1917",0,0,0,0,608,0,0,1,1,1
"CTIF_ENSSSCG00000004506_ENSSSCT00000004978_485_2267_6018",8,22,9,6,25,5,52,39,39,42
"CTLA4_ENSSSCG00000016122_ENSSSCT00000036436_156_825_1892",1,0,2,4,4,5,59,26,53,39
"CTNNA1_ENSSSCG00000014339_ENSSSCT00000015666_0_3270_5600",25,16,17,20,136,33,40,107,506,746
"CTNNA3_ENSSSCG00000036480_ENSSSCT00000065127_157_2842_9510",0,0,0,1,0,1,0,0,0,7
"CTNNB1_ENSSSCG00000011274_ENSSSCT00000012342_1167_3612_4239",20,46,72,68,252,71,414,287,991,1241
"CTNNBIP1_ENSSSCG00000036868_ENSSSCT00000059616_309_552_2858",0,0,98,1,162,0,1,1,1,1
"CTNNBL1_ENSSSCG00000007337_ENSSSCT00000008029_0_1749_1853",13,22,40,30,84,42,338,293,590,576
"CTNND1_ENSSSCG00000013174_ENSSSCT00000084966_2737_5758_6762",10,6,9,4,34,8,23,16,144,139
"CTNND2_ENSSSCG00000016780_ENSSSCT00000078962_199_3880_4789",1,1,1,1,2,1,0,0,1,0
"CTNS_ENSSSCG00000017865_ENSSSCT00000052171_1902_3003_4139",5,10,5,3,16,1,16,14,19,21
"CTPS1_ENSSSCG00000003973_ENSSSCT00000049801_170_1943_2796",4,19,23,14,51,20,133,131,247,288
"CTPS2_ENSSSCG00000012146_ENSSSCT00000072435_300_2160_2420",19,10,33,24,41,13,107,80,206,176
"CTR9_ENSSSCG00000013406_ENSSSCT00000014646_420_3930_4598",18,91,60,39,63,49,396,233,700,807
"CTRC_ENSSSCG00000054068_ENSSSCT00000003842_23_827_890",12,0,0,0,0,0,0,0,0,1
"CTRL_ENSSSCG00000023849_ENSSSCT00000025134_0_792_853",0,1,0,0,0,0,0,0,1,0
"CTSA_ENSSSCG00000007431_ENSSSCT00000077170_35_1520_1916",43,88,78,38,57,48,348,291,702,748
"CTSB_ENSSSCG00000023666_ENSSSCT00000026923_0_1248_4549",68,85,45,41,210,80,591,341,1412,1035
"CTSC_ENSSSCG00000014924_ENSSSCT00000016280_11_1400_6364",133,111,76,67,153,125,853,663,2138,1671
"CTSD_ENSSSCG00000040793_ENSSSCT00000052185_94_1324_1926",89,88,62,40,202,107,456,454,1208,2431
"CTSF_ENSSSCG00000038918_ENSSSCT00000014140_102_1524_2135",13,11,13,14,53,13,82,77,173,216
"CTSH_ENSSSCG00000001770_ENSSSCT00000001983_65_1070_2703",42,53,34,61,180,44,353,320,653,538
"CTSK_ENSSSCG00000052889_ENSSSCT00000102124_122_1112_1692",8,6,22,6,12,14,122,14,210,227
"CTSL_ENSSSCG00000010948_ENSSSCT00000011983_53_1049_1590",0,0,0,2,2,3,19,0,31,35
"CTSO_ENSSSCG00000008867_ENSSSCT00000058051_211_1144_3344",5,3,9,9,6,1,19,7,27,23
"CTSS_ENSSSCG00000006648_ENSSSCT00000007284_97_1090_1422",174,148,136,107,106,208,1639,360,4325,2561
"CTSV_ENSSSCG00000011171_ENSSSCT00000012233_86_1088_2540",0,1,0,1,43,1,1,3,1,49
"CTSW_ENSSSCG00000012970_ENSSSCT00000014177_55_1156_1288",16,108,112,129,142,136,674,622,1701,2770
"CTSZ_ENSSSCG00000007522_ENSSSCT00000008249_48_960_1282",102,63,60,41,120,51,222,364,736,738
"CTTNBP2NL_ENSSSCG00000006781_ENSSSCT00000048948_199_2116_2580",2,0,0,3,4,2,10,2,17,54
"CTTNBP2_ENSSSCG00000016625_ENSSSCT00000018099_107_5087_5921",1,1,1,1,1,1,0,0,1,0
"CTTN_ENSSSCG00000031769_ENSSSCT00000082839_0_2055_3047",0,1,0,1,39,1,1,16,1,24
"CTU2_ENSSSCG00000033920_ENSSSCT00000037407_51_1557_3820",11,19,23,24,77,15,101,106,219,217
"CTXN1_ENSSSCG00000036220_ENSSSCT00000049860_283_529_1350",0,0,0,0,11,1,0,0,0,0
"CTXN3_ENSSSCG00000036570_ENSSSCT00000056826_599_842_1715",0,0,0,1,0,0,0,0,0,0
"CUBN_ENSSSCG00000011030_ENSSSCT00000012072_211_11068_11462",2,4,2,2,6,3,0,1,61,51
"CUEDC1_ENSSSCG00000017624_ENSSSCT00000019186_199_1360_2948",0,0,0,1,16,3,2,15,1,14
"CUEDC2_ENSSSCG00000033359_ENSSSCT00000038857_465_1326_1506",11,27,15,9,45,25,198,202,310,334
"CUL1_ENSSSCG00000015455_ENSSSCT00000062274_2005_4411_4828",57,49,61,55,35,54,475,199,791,864
"CUL2_ENSSSCG00000011104_ENSSSCT00000076106_279_2517_2949",14,19,27,19,21,18,172,52,260,295
"CUL3_ENSSSCG00000016234_ENSSSCT00000048139_0_2319_5649",16,37,101,58,82,62,543,187,942,983
"CUL4A_ENSSSCG00000009556_ENSSSCT00000073791_199_2506_3590",27,70,51,49,103,53,355,364,755,827
"CUL4B_ENSSSCG00000029478_ENSSSCT00000013782_0_3180_5336",21,21,32,19,52,26,243,77,387,428
"CUL5_ENSSSCG00000029198_ENSSSCT00000078414_0_2316_3320",6,5,9,19,15,15,172,34,210,226
"CUL7_ENSSSCG00000001657_ENSSSCT00000097927_0_5133_5200",2,9,11,2,6,9,48,39,109,137
"CUL9_ENSSSCG00000030196_ENSSSCT00000030706_138_7671_7817",34,77,94,85,41,58,377,361,873,852
"CUTA_ENSSSCG00000001512_ENSSSCT00000001685_133_739_831",6,9,16,9,25,16,130,100,230,249
"CUTC_ENSSSCG00000010542_ENSSSCT00000042822_77_896_5100",0,3,4,1,14,6,20,26,62,89
"CUX1_ENSSSCG00000007681_ENSSSCT00000069971_0_4926_5930",13,79,57,57,62,43,232,362,597,630
"CUX2_ENSSSCG00000009831_ENSSSCT00000010775_111_4581_6971",0,4,7,6,13,4,15,11,51,64
"CWC15_ENSSSCG00000014961_ENSSSCT00000016322_96_780_1225",3,33,22,32,44,19,185,83,265,268
"CWC25_ENSSSCG00000021478_ENSSSCT00000053706_173_1448_2766",7,34,21,25,17,21,143,70,300,396
"CWC27_ENSSSCG00000016942_ENSSSCT00000018450_396_1812_2070",2,13,17,8,21,14,138,22,187,222
"CWF19L1_ENSSSCG00000010550_ENSSSCT00000011542_75_1689_2530",5,13,22,16,10,14,135,57,187,231
"CWF19L2_ENSSSCG00000028201_ENSSSCT00000041120_9_2523_2927",14,13,42,56,40,23,220,132,288,338
"CWH43_ENSSSCG00000008830_ENSSSCT00000009664_176_2192_2381",0,1,1,1,0,0,1,1,1,1
"CX3CR1_ENSSSCG00000024024_ENSSSCT00000032483_80_1148_2367",6,4,11,9,1,6,6,2,24,214
"CXADR_ENSSSCG00000032702_ENSSSCT00000045976_0_1257_2416",0,0,1,0,3,1,0,13,0,10
"CXCL10_ENSSSCG00000032474_ENSSSCT00000062500_60_372_1437",0,0,0,0,0,0,5,3,21,38
"CXCL11_ENSSSCG00000008978_ENSSSCT00000009833_205_505_1180",1,0,0,1,1,0,0,0,0,0
"CXCL12_ENSSSCG00000034973_ENSSSCT00000077148_71_428_6120",0,0,0,1,0,1,0,8,0,12
"CXCL14_ENSSSCG00000014310_ENSSSCT00000015634_238_535_1715",0,0,0,0,0,0,3,6,0,24
"CXCL2_ENSSSCG00000008959_ENSSSCT00000040395_71_392_1107",0,6,10,9,18,28,54,172,543,309
"CXCL8_ENSSSCG00000008953_ENSSSCT00000009807_85_394_1488",3,11,10,34,77,29,5,196,558,337
"CXCL9_ENSSSCG00000032777_ENSSSCT00000058978_77_455_2525",0,0,0,1,0,0,0,0,1,0
"CXCR3_ENSSSCG00000012402_ENSSSCT00000033181_365_1448_1906",3,0,7,5,5,10,71,75,138,112
"CXCR4_ENSSSCG00000039416_ENSSSCT00000064385_158_1217_1746",10,57,73,66,133,105,486,453,1021,2495
"CXCR5_ENSSSCG00000015098_ENSSSCT00000062368_106_1165_2832",7,22,11,7,22,7,40,38,89,142
"CXCR6_ENSSSCG00000011318_ENSSSCT00000012393_120_1143_1980",1,1,0,1,1,1,0,0,12,27
"CXXC1_ENSSSCG00000004517_ENSSSCT00000046430_238_2233_2517",18,54,87,55,43,59,393,376,734,1009
"CXXC4_ENSSSCG00000062602_ENSSSCT00000094218_0_1086_1223",0,0,0,0,3,0,0,0,0,0
"CXXC5_ENSSSCG00000037898_ENSSSCT00000047097_261_1221_2277",10,17,35,13,27,10,53,63,126,165
"CXorf38_ENSSSCG00000012249_ENSSSCT00000036189_40_1000_4624",1,4,8,6,21,10,78,37,144,126
"CXorf58_ENSSSCG00000012175_ENSSSCT00000081310_84_1335_1338",0,1,0,1,0,0,0,0,0,0
"CXorf65_ENSSSCG00000030796_ENSSSCT00000033334_202_724_764",0,6,1,3,3,2,0,0,0,0
"CYB561A3_ENSSSCG00000013086_ENSSSCT00000014304_252_1206_1726",19,23,43,38,17,15,90,93,194,281
"CYB561D1_ENSSSCG00000006827_ENSSSCT00000030841_45_732_3254",3,6,4,1,0,4,16,6,53,65
"CYB561D2_ENSSSCG00000011410_ENSSSCT00000012490_181_847_1219",4,3,6,16,12,7,60,41,91,112
"CYB561_ENSSSCG00000017297_ENSSSCT00000018831_104_761_2271",0,0,0,0,56,0,0,0,1,1
"CYB5A_ENSSSCG00000004875_ENSSSCT00000081358_189_603_606",1,4,15,7,16,7,48,29,88,102
"CYB5B_ENSSSCG00000033944_ENSSSCT00000057260_50_467_4178",15,10,7,15,31,12,107,60,166,183
"CYB5D1_ENSSSCG00000059632_ENSSSCT00000019543_431_1115_4047",5,5,4,3,8,8,56,45,110,114
"CYB5D2_ENSSSCG00000017876_ENSSSCT00000046272_280_1072_5023",0,3,3,3,6,1,9,11,20,27
"CYB5R3_ENSSSCG00000000038_ENSSSCT00000091240_65_965_1918",7,20,14,21,73,11,58,94,135,156
"CYB5R4_ENSSSCG00000022994_ENSSSCT00000037924_26_1640_1990",21,23,23,8,11,7,68,29,96,97
"CYB5RL_ENSSSCG00000020677_ENSSSCT00000093652_0_939_1590",260,1049,294,1,1034,0,1,1,1,1
"CYBA_ENSSSCG00000031493_ENSSSCT00000052015_57_657_860",68,59,58,29,62,49,280,345,701,698
"CYBC1_ENSSSCG00000017127_ENSSSCT00000090299_286_964_1727",16,49,61,20,44,41,239,267,546,683
"CYBRD1_ENSSSCG00000025049_ENSSSCT00000055349_74_929_4437",14,7,8,5,8,7,39,5,116,114
"CYC1_ENSSSCG00000031918_ENSSSCT00000038242_68_1046_1244",19,16,26,10,77,35,248,220,432,476
"CYCS_ENSSSCG00000016714_ENSSSCT00000018195_128_443_2989",11,0,7,13,57,19,145,76,203,195
"CYFIP1_ENSSSCG00000031951_ENSSSCT00000107249_142_3859_4503",43,19,25,14,49,35,157,124,614,564
"CYFIP2_ENSSSCG00000017054_ENSSSCT00000037510_105_3939_6671",36,220,212,225,229,183,1149,1021,2817,2730
"CYLC1_ENSSSCG00000012455_ENSSSCT00000013621_0_1950_2118",0,0,0,0,1,0,0,0,0,0
"CYLD_ENSSSCG00000040286_ENSSSCT00000064104_342_3207_6341",11,40,75,60,53,69,653,244,989,1054
"CYP11A1_ENSSSCG00000025273_ENSSSCT00000027131_62_1622_1876",0,0,0,0,0,1,0,0,1,1
"CYP17A1_ENSSSCG00000010591_ENSSSCT00000011585_183_1710_1862",0,1,0,0,1,0,0,0,0,0
"CYP19A1_ENSSSCG00000053670_ENSSSCT00000051289_42_1602_2554",0,0,0,0,0,0,0,0,0,0
"CYP1A1_ENSSSCG00000001906_ENSSSCT00000002135_128_1676_3493",0,1,0,0,49,0,0,0,0,1
"CYP1A2_ENSSSCG00000001901_ENSSSCT00000002129_93_1641_2061",0,0,1,0,0,1,8,0,9,17
"CYP1B1_ENSSSCG00000033844_ENSSSCT00000052132_1553_3182_6417",0,1,1,1,3,1,0,0,1,1
"CYP20A1_ENSSSCG00000055761_ENSSSCT00000059664_125_1529_5497",0,0,1,0,9,4,4,2,42,45
"CYP21A2_ENSSSCG00000001428_ENSSSCT00000074277_80_1658_2196",0,0,1,2,1,0,0,0,0,0
"CYP24A1_ENSSSCG00000007486_ENSSSCT00000008195_411_1953_3090",0,0,0,0,1,0,0,0,0,0
"CYP26A1_ENSSSCG00000010475_ENSSSCT00000011463_464_1955_2147",0,1,1,1,2,1,0,0,0,1
"CYP26B1_ENSSSCG00000008311_ENSSSCT00000009102_334_1870_4956",0,0,1,0,27,0,0,0,1,0
"CYP26C1_ENSSSCG00000010474_ENSSSCT00000011462_199_1765_2769",0,0,0,1,0,0,0,0,0,0
"CYP27A1_ENSSSCG00000016199_ENSSSCT00000028116_576_2319_2556",0,0,54,0,0,0,1,1,0,1
"CYP27B1_ENSSSCG00000028637_ENSSSCT00000023069_35_1544_2295",0,1,1,182,117,0,1,0,1,1
"CYP2A19_ENSSSCG00000002993_ENSSSCT00000003325_22_1504_1715",0,0,0,0,22,0,0,0,0,1
"CYP2B6B_ENSSSCG00000054571_ENSSSCT00000045458_26_1688_2977",0,0,0,0,0,0,0,0,0,1
"CYP2C42_ENSSSCG00000055326_ENSSSCT00000022686_26_1469_2468",0,0,0,0,0,0,0,0,0,0
"CYP2C49_ENSSSCG00000059716_ENSSSCT00000092381_0_2484_2849",0,0,0,1,3,0,0,0,0,0
"CYP2D6_ENSSSCG00000000046_ENSSSCT00000000051_179_1679_1754",1,3,5,2,2,3,24,25,36,21
"CYP2E1_ENSSSCG00000010780_ENSSSCT00000088500_28_1525_3253",1,5,2,0,2,2,6,5,32,32
"CYP2F1_ENSSSCG00000002994_ENSSSCT00000003326_0_1473_1775",0,0,0,0,56,0,0,0,1,1
"CYP2R1_ENSSSCG00000013389_ENSSSCT00000052930_0_1500_3917",0,1,0,3,1,1,5,8,11,9
"CYP2S1_ENSSSCG00000032803_ENSSSCT00000039237_17_1502_2650",0,3,0,3,1,3,26,33,36,27
